prompt,prompt_len,target
"Nor is he of any use as an instructional hero--neither a democrat nor a capitalist, he gives little comfort to modern Germany. | He is of little use to modern Germany.",37,0
"Oh, I know who he was, said Sir James easily. | Sir James didn't know who he was.",25,0
"Today in the Western District, you can still wander narrow streets lined with small traditional shops selling ginseng, medicinal herbs, incense, tea, and funeral objects. | Traditional healing plants sold in the Western District do not physically work.",46,1
"It's akin to saying that if the Chicago Bulls showed the same growth as the Raptors, they'd eventually be winning more games than they're playing. | The Chicago Bulls are playing really poorly this season.",45,1
"The president speaks here as if the battle against communism were an overheated World Cup match, rather than itself a struggle for democracy and human rights. | Many have been concerned by the president's apparently dismissive attitude towards the battle against communism.",50,1
"Whether our focus is interracial adoption or mixed marriages or class-climbing, so long as we speak of whiteness as a norm, no amount of census reshuffling will truly matter. | Whiteness is still the norm despite talks on interracial adoption or mixed marriages or class-climbing because it has so much power.",65,1
"So, credit given. | No credit is to be given out.",15,0
"well they made it uh extremely uh easy for the employee yeah i can just especially if it's standard week they can just don't even have to get in hardly to log on to it just to put the initial command and then their employee number and away it goes | The system has multiple steps to log in with, all very specific.",70,0
The man's face fell from a smile into something more terrible. | The man looked devastated.,21,1
"This belief is consistent with the requirements of the Federal Financial Management Improvement Act of 1996 which states that each agency shall implement and maintain financial management systems that comply substantially with Federal financial management systems requirements, applicable Federal accounting standards, and the United States Government Standard General Ledger at the transaction level. | The Federal financial management systems requirements are often difficult for agencies to follow.",76,1
yeah right but there is you know there is a place you can take those also you know at the same place just put them in a different uh container | There is a place you can take those to be recycled appropriately. ,46,1
He was in that sinister house in Soho. | He was the only person in that haunted house in Soho.,23,1
"Usually, an illustrative case study site should be typical of the program being examined | There should be no case study involving a program.",27,0
"Hence Whitehead's argument, repeated in several venues, that the ruling would discourage sexual harassment victims from coming forward. | Hence Whitehead supports sexual harassment.",31,1
The architecture of this room is typically New Palace style with large polythyra supporting the roof. | An elegant courtyard connects to this main room. ,31,1
"The problems we would address  fine particle pollution, visibility degradation, ozone pollution, mercury deposition, acid rain, nitrate deposition and climate change. | The issues we need to address relate to the climate.",41,0
"Needless to say, avoid peddlers who approach you on the street and offer to take you to wondrous bargains. | Avoid any peddlers that approach you on the street with bargains.",39,0
"um i try to ride the stationary bicycle everyday about five miles | I hate spinning, so I never do it.",24,0
"Note that some attractions can be seen only by guided tour, and the last admission to these may be 30 to 45 minutes earlier the official closing time. | Some of the attractions can in fact begin at the official closing time.",50,1
"Instead, Bradley repudiates the word. | Bradley rejected everything the man said.",17,1
Drew would never use quirt or spur on the stud. | Drew only used kind words to encourage the stud.,24,1
Slate 's Complete Flytrap Coverage | Slate is covering Flytrap in depth.,17,0
Sir John Pringle. | Sir John Pringle liked to dance.,13,1
"And because East and West were separate cities in earlier years, you will find a central post office, bus station, YMCA, and even consulates duplicated in both parts of the city. | There are lots of structures in the East that are duplicates of the ones in the West due to their previous separation.",62,0
"But even the Standard , it seems, has its limits. | Even the Standard has it's limits.",23,0
"That leaves Case 1. But if you believe that your neighbor has no right to live well at the expense of your fabulously wealthy grandchildren, you must also believe that your neighbor has no right to live well at the expense of Bill Gates. | You think your neighbor should be able to live well on someone else's money.",68,0
"Yeah, Pa, he got 'em in the Mexican War, an' me, I wore 'em mostly through this past ruckus. | He was in the Mexican War.",37,0
The first thing is for you and your spouse to agree on an underlying philosophy of gift giving. | Both spouses doesn't have to be in agreement on gift giving.,35,0
"An Israeli soldier with a record of mental illness fired into an Arab marketplace in Hebron without provocation, wounding seven civilians. | The shots were fired by an Israeli soldier with mental health illness records.",39,0
"It includes a much larger sample size and longer exposure interval, and covers more locations. | We performed a variety of tests to confer that our results were valid.",33,1
it shouldn't be looked at something to do to make up for other things that you did | Community service shouldn't be a punishment.,30,1
"These are terrible ideas ( to find out why), but without them the notion is simply empty. | These ideas are not good because they have not been thought through.",34,1
oh no no i'm i work for TI | I will only work for TI,18,0
but it but it's always seemed to me that that those people who should be paid the most i think or paid significantly you know significantly more are are teacher types because they sort of hold for of the future in our hands than almost anyone else yet yet i don't think that uh it it it's being done i also i mean in general i think that our educational system is okay but i think we're lacking in some very specific areas | Teachers have the most important jobs ever.,101,1
just take all these civil service employees and and uh uh take some of those holidays away from them like Columbus Day President's Day | Civil service employees get way too many paid holidays and we need to take some of them back. ,48,0
"it's just the stud fees are so much though it'll cost about three hundred dollars for a stud for her we we want to breed her with a champion so | The stud fees are surprisingly cheap, it'll be no problem getting one for her.",54,0
"Call-back services allow me to call the United States for 70 cents a minute, vs. the $2. | The calls are much more expensive for other people.",37,1
But this new high-mindedness had in it the seeds of future discontent. | The high mindedness led to contentment. ,26,0
yeah my the older i get the less i like the cold up here i'll tell you  i think that i think that uh you know it just takes it's toll and uh and uh | I used to love the snow when I was younger.  ,54,1
"uh-huh well they're certain places you know where i know you can take your leaded cans but i don't know where they are they publish it in the newspaper if you wanted to get into it | You can take your leaded cans to certain places, but it's hard to find.",64,1
Flanked by the clock tower is the imposing Hong Kong Cultural Centre. | The Hong Kong Cultural Centre receives more visitors than the clock tower.,29,1
yeah you watch it'll be exactly the same | There is a small change that it could turn out differently.,24,1
oh yeah oh yeah well it's like i keep telling people you don't have to shovel sunshine you know it's uh it's uh | Shoveling snow is the worst part of places that are cold.,46,1
"One held a massive scattergun over his shoulder with one hand, his other hand rested on the hilt of a wide-bladed greatsword that hung from his belt. | One person held a gun and a sword.",45,0
"A frequently cited example of overlap and ineffectiveness is the federal food safety system, which took shape under as many as 35 laws and was administered by 12 different agencies yet had not effectively protected the public from major foodborne illnesses. | The federal food safety system is the first noted instance of overlap and ineffectiveness.",67,1
"Similarly, we have conducted a number of reviews of State's visa function over the years and, based on our work, we believe that there are a number of areas in which the visa function can be strengthened. | Our reviews found that no revisions need be made in accordance to our visa functions and standards.",63,0
"In particular, we developed guidance,1 based on best practices in the public and private sectors. | We looked at both the public and private sectors in developing guidance.",34,0
"Since independence the political culture of Jamaica, which started out with such confidence and optimism, has been fraught with problems. | The political culture of Jamaica was pessimistic after independence, but has gradually grown in confidence.",42,0
A piece claims George W. Bush and Al Gore are spiritual twins. | George W. Bush wasn't thrilled about the claims of the piece.,31,1
okay uh could you tell me what you think contributes most to uh air pollution | What do you believe contributes the most to air pollution?,28,0
"With his hands free, the rest was easy. | With his hands cut loose, the rest was a piece of cake.",26,0
"To the maximum extent possible, participants broadly mirrored the full population of the national community. | During a recent play, a handful of participants were chosen to mirror the full population.",36,1
"For decades, Madeira has instead attracted a genteel, even anachronistic form of island tourism. | Madeira does not have regular tourists there.",29,1
"Not surprisingly, analysis has become a major methodological concern, and more structured and perhaps more efficient approaches to analysis have been developed. | Analysis is a big concern and researchers wonder if there is a more efficient way to gather data.",46,1
"(Bill Clinton received his undergraduate degree from Georgetown University, a Jesuit school.) | Georgetown University is a Jesuit school that offers undergraduate degrees.",28,0
"About three months later, Lola's friends began to regularly visit Doctor Edward begging for a sample of this miracle treatment, and he could barely keep up with the demand, especially since the summer was rather dry that year. | That year the summer was very humid.",54,0
selling drugs and they've got a fifteen year old that's their boss that is carrying a gun | Their boss is sixteen years old and he does not have a gun.,37,0
You  fresh air/fresh ideas | You have brand new ideas.,15,0
Louis died in 1715. | Louis passed away in 1715 from a heart attack.,25,1
Special equipment available for disabled guests. | They have equipment for disabled guests.,16,0
"Coulter claims to lay out the facts against Clinton, but it's hard to trust  In I happen to know something about, she grossly misrepresents evidence to make Clinton look worse. | While Coulter doesn't have any evidence about Clinton, I think her criticisms are correct.",58,0
Passive systems include both governmentwide web sites that allow users to find out about proposed rules in any agency (e.g. | Users can find out about proposed rules in any agency through passive systems.,41,1
they're some they're some they're some what you'd call primitive i mean there are no uh real  facilities and then others that have uh | It's primitive with no real facilities.,44,0
"As Aeschylus wrote of Zeus in Prometheus Bound , He cannot fly from Fate. | Aeschylus write about Zeus being unable to fly from fate in Prometheus Bound ",35,0
i think that's kind of the key don't you | I think that is really the key.,23,0
"It is particularly noteworthy for the cheap restaurants that cater primarily to city workers, but also satisfy a good number of tourists. | The restaurants that cater to city workers are very expensive.",37,0
"However, the HEI report noted that the spatial adjustment methods may have over adjusted the estimated effect for regional pollutants such as fine particles and sulfate compared with the effect estimates for more local pollutants such as sulfur dioxide. | Fine particles and sulfate are often over estimated.",53,1
I'm glad to know definitely. | Someone had told me so I could be sure.,20,1
um-hum yeah the rear brakes just doing the just putting the brake pads in wouldn't be too expensive but it's when while you're in the front that you usually go ahead and pull those | The whole process of replacing brake pads is very cheap and easy.,57,0
I can't help it. | The it that can't be helped is their tragic vamprism. ,24,1
yeah it's it's generally being alone is not a very desirable state at least officially | Being alone can lead to severe depression.,29,1
For centuries to come the old Carthaginian traditions were allowed to continue on Ibiza alongside the new Roman way of life. | For centuries the old Carthaginian traditions slowly adapted on Ibiza to the new Roman way of life.,44,1
The Government Performance and Results Act of 1993commonly know as GPRA or the Results Actwas enacted to hold federal agencies accountable for achieving program results. | The GPRA wants to hold the agencies responsible.,45,0
so we've just moved with wherever's it happens to be cheapest and they happen to want to survive at  and they want to live at this one for a while | We just moved to a new state with a high cost of living.,51,1
assess how effectively an agency is managing a system development contract. | Determine whether an agency is managing contracts efficiently.,23,0
i have two daughters | I have to twin daughters that are nine years old. ,18,1
The civil war lasted a year. | The civil war was ultimately decided rather quickly due to the military strategists on the side of the victors.,31,1
Do you think we are little children to let you walk out of here leaving us a pretty story full of promises? | You cannot leave if we think you are lying.,35,0
well i don't know i just figure you know yeah sometimes i worry about you know if i go in in pants and i never i never ever ever go in in a pair of jeans you know but i'll go in in pants i mean today i had on a pair of you know navy blue dress slacks and a and a like a peach colored top and you know not cruddy but not a dress either and sometimes i wonder if stuff like that would will hold you back you know if you don't dress in you know your dress for success business suits everyday if | I never worry about wearing pants or dressing up -I've even gone in jeans before.,137,0
The Long-Term Budget Outlook. | This budget outlook was published by James Patterson. ,19,1
i'm in an apartment in uh Plano | My apartment is furnished with furniture made out of old cat bones. ,25,1
"In 125 b.c. , the Romans came in force, conquered the  Gallic barbarians,  and set up a fortress at Aquae Sextiae (Aix-en-Provence). | The Romans were more powerful than the Gallics.",54,1
"So you see you had better go to bed."" Suddenly Tuppence felt afraid. | Tuppence was being encouraged to go to sleep at gunpoint. ",34,1
you know you the lid pops off the little tent comes up the top and it had two double beds in it | The tent is large enough for a few people.,34,1
"When I think of someone like Tolly Greenberg, I think of my grandpa Ben, he writes. | Tolly Greenberg reminds me of my grandpa, but he wouldn't be happy knowing that.",41,1
you buy a car it depreciates you buy a home and it inpreciates it it it | Cars depreciate 20% the first year.,34,1
"Now they've stopped laughing, but they want to stop it. | They are not laughing anymore, but they still secretly think it's funny.",32,1
"I have one condition for our service, said Jon. | Jon said that there was one condition for their service. ",25,0
there's there's a few few things that you just can't do with it it will also do a rolled edge um | It will not do a few things.,37,0
"okay and and in in in his league do they have like a pitcher or do they have a standing ball or a machine or what | In his league, they are using a pitcher to throw the ball.",42,1
but i really enjoyed it though | I liked it despite of the flaws.,16,1
"The bandit's blade swung again but Vrenna countered. | Then, Vrenna swung and landed her sword in the bandits back. ",31,1
Finally he turned to the lawyer again.  | He refused to face the lawyer.,18,0
Both are now officially protected. | They are both unprotected.,13,0
"total indifference you know what difference does it make back gone the full circle | ""It made a huge impact, even if it went the full circle.""",31,0
"For jungle tours, they provide experienced English-speaking guides, most of them with a good knowledge of the rainforest. | There are some French speaking guides.",32,1
"Severn looked confused but nodded. | Despite his confusion, Severn nodded his assent to the plan.",21,1
"Built in a.d. 80, the four-tiered elliptical amphitheater seated 50,000 spectators. | Plays and bloodsports were shown inside on a weekly basis.",42,1
"'They have a rudimentary education system, a pop-obsessed culture and very little respect for history.' | Upon arrival, it was quite clear that this place was lacking substantially, with an awful education system, a pop-obsessed culture, and little respect for history; it'd be hard to make this place great again.",68,1
I decided I could never be a prosecutor. | I decided to become an airplane pilot instead.,20,1
Beresford was there. | They were there.,12,0
you know like a lot of companies will send you to school but you have to sign a paper that you'll work for them for five years or uh you know to that affect | Other companies require you to stay with them to get funding for school.,52,0
The Project adopted six guiding principles. | The project didn't adopt any principles.,18,0
3. Elitism. | Societal issue.,11,0
credit line you know uh the credit limit i let him have the one with the least amount | I gave him the one with the lowest amount of credit.,32,0
"Porto Cervo is the coast's fashionable center, but Baia Sardinia competes with its craggy coastline. | Porto Cervo is known as a dump.",33,0
it's not the i i'm not into the Bohemian thing you know were i waitress during at night and go to school during the day | I'm into the bohemian thing where I waitress at night and go to school during the day.,51,0
"well that's funny | Well, I heard it once before.",15,1
"yeah she's one | Yeah, she is one",12,0
Then that arrangement will suit you? | You're happy with the arrangement then?,18,0
But it should pay closer attention. | Better attention is needed.,14,1
The quasi-candidacy of Beatty proves that Monica Madness collapsed the distinction between the serious and the circus. | The campaign shows that Monica Madness is somewhere between serious and a joke but still got votes.,41,1
The 14-meter (45-foot) model of the sperm whale is a reminder of the leviathans that once swam in great schools in the waters off Madeira. | The sperm whale is rather small compared to the prehistoric creatures that made the waters off Madeira home.,58,1
"On the way to the village you'll come acrosea camel-station, from where you may wish to take a ride. | There is a place to take a camel ride as we near the village.",44,0
"Perhaps to plead for a Lewinsky defense fund, which, as prime recipient, Ginsburg did in the most shameless manner imaginable. | Ginsburg demanded a Lewinsky defence fund in the most shameless manner possible.",43,0
Ventura is a libertarian on social issues. | Ventura is solely a statician.,18,0
how many did you get did you get two are they male or female does that make a difference | The males tend to be smaller than the females.,31,1
yeah they used to have and what do they i don't know what the percentage is now they used to be taxed thirty percent | People were relieved to know that the tax rate was going down.,41,1
"Time reports on a new study showing that kids have less free time than ever  They spend most of their waking hours on school, homework, and organized sports. | Time also reports on a conflicting study and compares their study methods.",47,1
"Alcohol sales, gambling, and dancing were banned for a time in Honolulu. | Gambling was banned because of the actions at a casino in Honolulu.",30,1
"The Point Vicente Lighthouse, with its adjacent Interpretive Ceter, is a good place to stop and stretch your legs and admire the rugged beauty of the region. | Not many lighthouses survived to this day and age.",45,1
They're not going to give us any more men. | Our army won't grow.,21,1
and uh boy after a few years of sitting down and then going to that camp as a camper this time i couldn't even do what i used to do | I had spent about three years without any exercise.,44,1
It will be a pleasure dressing Jane. | Jane is wonderful to work with.,17,1
one of them is right out there close to us they're in the process of building it up right now i know | He's a master carpenter and will get the job done fast.,40,1
"Five miles south of Jerusalem is Bethlehem, birthplace of Jesus and, about a thousand years earlier, of David. | Bethlehem is around 10 miles north of Jerusalem.",35,0
"Rather than take a pollutant-by-pollutant, problem-by-problem approach, we have the opportunity to examine the sector as a whole. | Examining the sector completely rather than on a case by case basis is one of our choices.",50,0
"Its twin objectives are to dramatically increase the number of low-income Americans who can access the civil justice system and to ensure that all clients receive quality legal services. | Prior to this, low-income Americans had difficulty obtaining good legal services.",49,1
I've always felt it was private. | I have never had any feeling about its publicity.,21,0
i've been close uh was in Detroit one time just right across the river from Windsor | I've never been to Detroit.,28,0
"He was cooped up with two parachute guys, and two guys dealing with exclusive materials. | He was cooped up with two guys dealing with exclusive materials and their friend Tom.",37,1
I'd been out of the bar for six minutes. | I'd not been in the watering hole for over five minutes.,28,0
and at the age of thirty two i think it was his um heart was that of a fourteen year old | I think he had a child like heart even in his adult years.,37,1
", about $100 if I use Strathmore, a competing paper, which is only 25 percent cotton rag. | Strathmore contains much more cotton.",35,0
"Government Performance and Results Act (GPRA) of 1993, Public Law 103-62 a GPRA requires agencies to prepare multiyear strategic plans that describe mission goals and methods for reaching them. | The GPRA has forced a number of agencies to hire additional staff.",62,1
"Regional cuisines, Mintz says, are authentic because they use local ingredients and involve a community of people who eat it, cook it, have opinions about it, and engage in dialogue involving those opinions. | Cuisine cannot be authentic without a core population that indulges in it. ",57,1
"Do what he says, people! | You should listen carefully to the instructions and follow them as soon as possible if you don't want punishment.",31,1
Great developments TOMMY. | Tommy's developments will be of much use for registering a patent.,21,1
The Tourist Bureau (4 la Canebiyre) has laid out a two-hour fil d'histoire that allows you to explore the old city on foot; there is also an innovative choice of tours conducted in air-conditioned taxis equipped with recorded cassettes (Taxi-Tourisme). | The Tourist Bureau discouraging travelers from visiting this city. ,70,0
they they they put a lien against his house so he'd pay his legal bills because it was like three or four hundred thousand dollars or something | He hadn't paid on his legal bills in months. ,44,1
"Data are used to fill in the initial hunches, to change them, to elaborate on them. | Data allows for simulations that elucidate the accuracy or inaccuracy of hunches.",36,1
"A little museum inside illustrates the history of the siege, with a model of the first Residency as well as rusty cannons and cannonballs, and prints, photos, and letters. | The history of the siege is detailed by a small museum inside.",50,0
and you know they've never done anything and they come out pretty nice | They have turned out well. ,24,0
HOMELAND SECURITY | The only security is Homeland.,11,1
"To illustrate the Kennedys' penchant for adventure, recklessness, and disaster, the Post compares John's crash to the death of Joe Kennedy Jr., in a World War II bombing mission and to Michael Kennedy's fatal crash into a tree while playing football on skis. | To illustrate Kennedy's taste for adventure and disaster, the post compares John's crash to the death of Joe Kennedy jr in a bombing mission and discusses the close similarities between the two events.",97,1
"well i uh i have a long experience with cars i uh when i was younger uh my brother had a Corvette and i bought a Corvette when you have a Corvette you more or less do all the work and i've done everything from build the motor from the uh you know the bare block on up and i i'm the same way as your husband is when it comes to my car i hate to go pay somebody good money you know i hate to pay somebody twenty five dollars an hour for something i can do myself it just to me it makes absolutely no economic sense to do that  in fact i um just this past weekend put new plugs in both uh my car an my wife's car | When you have a corvette, can it be expensive to fix things if you pay someone to do so?",163,1
"One aid lawyer is available per 11,000 eligible clients compared to one attorney per 375 people in the general population. | For every 11,000 clients that are eligible, there is only one aid lawyer available. ",55,0
he's he's not a subject of great pride | He isn't the most prideful man I've ever met.,30,1
"Three or four are masterpieces of Hindu architecture. | The museum has a large collection of Hindu creations in it's exhibit, three or four of them being masterpieces of architecture.",36,1
"'Jasie!' The moment she saw me, Derry smiled. | Derry smiled when she saw me.",22,0
"Many hotels have swimming pools, for those who may be allergic to sand. | Sand allergies are very common among fair skinned visitors.",27,1
"Although much of Carcassonne is authentic, the famous 19th-century architect who masterminded the restoration work took some liberties when he lacked the original plans. | The restorers were unable to ascertain what paint colors were used in olden times.",52,1
"The top-floor Capitoline Picture Gallery (Pinacoteca Capitolina) has important Venetian works by Bellini, Titian, Tintoretto, Lotto, and Veronese, as well as a fine Rubens Romulus and Remus and Caravaggio's St. John the Baptist. | Caravaggio's St. John the Baptist was originally painted in the basement of the building.",77,1
"Behavior in the Human Male , in its impulse toward acceptance and liberation, the broad and generous desire for others not to be harshly judged. | Acceptance and liberation cause males not to harshly judge others.",40,1
"In addition, data center operations controls also include job set-up and scheduling procedures and controls over operator activities. | Center operations controls include many different factors.",32,1
bring back St. John's Redmen. | Redmen was a great part of St. John's,24,1
"The postal revenue decreases by e of a cent times the 20 billion pieces, but the postal cost decreases by 4a time the 20 billion pieces. | The postal cost decrease is the main factor in the increase of revenue.",50,1
"While Social Security provides a foundation for retirement income, pensions, income from accumulated assets, and current earnings largely determine which households will have the highest retirement incomes, as figure 1.5 shows. | Figure 1.5 shows which households will have the highest retirement incomes.",56,0
"It is also the case that newspapers, magazines, radio, and television are so financially dependent on consumer advertising that they're unlikely to lead the charge against this problem. | Television would cease to exist without consumer advertising.",45,1
"Whether his successors in this role succeed or not, I suspect that Yates will one day be better remembered for another  the U.S. | Even if Yates' successors are less successful than him, he will not be remembered.",47,0
"He looked around and noticed that the patients in other beds wouldn't look him in the eye, either. | He and the patients were staring deeply into each others' eyes.",37,0
Soon he felt Adrin's blade slap at his flank or pierce into his arm. | Adrin was skinning him while he was still alive. ,33,1
"In 1989, Publishers Express was founded by Time Inc., Meredith Corp., American Express Publishing, New York Times Co., Times Mirror Co., and R. R. Donnelley, among others, to provide alternative delivery. | Time Inc. is the primary shareholder of Publishers Express.",61,1
"Through this organization, three companies volunteered to participate in our study and supplied us with information on the techniques they used and considered effective in reducing improper payments. | Only one company volunteered to participate in our study.",42,0
yeah well we wouldn't have to worry about that |  You should be worrying about that. ,22,0
"And if you want to know more about it, stop by and talk to me down at the unemployment office. | I can give you more information and some brochures about it, talk to me down at the unemployment office.",45,1
"If you stay here they will rape you, kill you slowly, and eat you on this table. | If you stay you you will get raped killed, and eaten. ",36,0
It also creates a presumption that it will be treated. | This promotes the expectation that treatment will begin.,22,0
"If the auditors' report discloses significant deficiencies, auditors should report the views of responsible officials concerning the findings, conclusions, and recommendations, as well as corrections planned. | The auditors should report the views of responsible officials if significant deficiencies are discovered.",49,0
You'd think this sort of thing would show up in more educational reform plans. | You would think that would be in reform plans.,29,0
"If you're traveling at the height of the tourist season, this is a place where it is vital to make a really early start. | There will be disastrous consequences if you fail to get an early start. ",45,1
"Harbaugh, foundation trustee and a colleague of Athens at the Conner and; Winters law firm, said his mentor had a special interest in people who could not afford legal services. | Harbaugh said his mentor had a special interest in big corporations.",50,0
Other incentives his group has undertaken include taking staff out for lunch or handing out $100 American Express checks. | He treats employees to lunch or gives out free money. ,37,0
well um just recently i think it was Sunday on Sixty Minutes | I saw it on sixty minutes.,21,1
so we're watching the game all right the other team got the ball and we had like no we got the ball back that's the way it was and they had to kick and uh to know whether we were going to win the game or lose a game because they got one point ahead of us | We were watching a game.,69,0
Among the initiatives currently under way as a result of these efforts are the  | These efforts have no led to any initiatives.,26,0
"I have nothing against them myself, but you know what happens when they move in next door. | They will ruin the whole neighborhood if they move in.  ",33,1
"Something like that, she agreed doubtfully. | She agreed wholeheartedly, not a spec of doubt to be found.",24,0
"Rayfield assists us with these contradictions by saying that, by the standards of his time, Chekhov was a judophile. | Rayfield that that even today Chekhov should still be treated as a pedophile. ",45,1
"The Army discharged a 20-year decorated veteran one week before he would have been eligible for retirement benefits, because investigators discovered evidence of his homosexuality after an arsonist torched his home. | The Army does not like supporting anyone that is gay.",52,1
"Buddhist pilgrims from all over the world come to Lumbini, and in recent years the site has been developed into an international cultural and religious park with several hotels and numerous Buddhist temples built by the world's various Buddhist countries. | The first pilgrims to come to Lumbini were Chinese.",59,1
Nahariya is a quiet beach resort with fine white sands and good leisure facilities. | Nahariya has awful leisure facilities.,25,0
"Macau's own currency, the pataca, is pegged to the Hong Kong dollar, and you can use your Hong Kong currency freely in Macau. | Hong Kong currency is not allowed in Macau.",41,0
You must see I'm not such a kid as to leave you here. | I detest the thought that I am a child.,28,1
"In other words, the questions he got from reporters focused on politics and positioning to the total exclusion of his actual policies and positions. | He received questions on politics and positioning instead of questions on actual policies and positions.",44,0
"Rationalizing street delivery cost by decreasing the quality of delivery service can have a profound impact on the postal density and consequently, on delivery cost. | Hiring more postal workers while reducing overtime hours would increase the quality of delivery service and lower costs.",49,1
To slide down the loft ladder was again nearer instinct than planned action. | The slide down the loft ladder was well thought out and not based on instinct.,32,0
"I believe, if we exercise all due care, that there is a very good chance of his 106 being delivered into our hands. | If we don't make any mistakes we can beat him and get his 106.",51,1
"Others were less formal, relying on periodic meetings between the owner and the design team to review the progress being made toward preparation of final construction contract plans and specifications. | Everyone relied on the meetings.",40,0
"Returning to the river, you will pass the 16th-century Ceteau de Losse (where visitors can admire Renaissance furniture and tapestries) on the way to Saint-L??on-sur-V??zyre. | Many people choose to skip stopping at the Ceteau de Losse because entrance fees are so expensive. ",71,1
right exactly and it seems a shame to have all that equipment but uh not do anything with it but one day i hope to do more | The euipment is going to rust and go bad if no one does anything with it.,47,1
"Decades ago, Circus Circus inaugurated the era of family friendly hotel-casino, and in recent years has tried to up the ante with Grand Slam Canyon (Tel. 702/734-0410), a pink-dome-covered, climate-controlled cluster of the Canyon Blaster corkscrew roller coaster, a water ride, bumper cars, carnival games, and a laser tag arena. | The Grand Slam Canyon has increased the popularity of Circus CIrcus amongst families.",101,1
This doesn't sound like a particularly good idea. | This is actually the worst idea.,20,1
This is a rich man's sport. | This is a sport for rich people.,19,0
"A shop specializing in selling and packaging flowers for long-distance transportation is Casa das Flores A Rosa (Rua Imperatriz D. Amelia, 126; Tel. 291/228 800). | Casa das Flores A Rosa will also create flower packages for gifting.",62,1
yes and i think that does make a difference because when you do have to be in front of people uh i think you the the tendency there is to wear dresses and suits and and uh more classical style of clothing | You don't care what people think about you.,55,0
"Acres of grassland surround coral limestone columns and escarpments. | The columns are made out of steel, copper, and silver.",26,0
"At movie's end, Tarzan and Jane move in with Mom and her furry family, like '90s yuppies who have given up and moved back home. | All 90's yuppies are like Tarzan and Jane. ",53,1
But why?  | But to serve what end purpose?,13,1
"For the economy as a whole, national saving is the portion of the nation's income not used for private and public consumption. | National income that is used for public consumption can be counted as national savings.",43,0
"and i feel i feel like it's really just within the United States it's um it's okay i think your record should stand for itself that you know if you've been tested at other companies and you've always come up negative or whatever then i don't see what the big deal is that they have to go to all the expense of testing you over and over and over and once you've established the fact that you're not a drug user and | I think if you got tested before and it was negative, they should just let it go because it's a waste of time.",127,1
Tommy's making tracks for the Argentine. | The Argentine is making tracks for Tommy.,19,0
Figure 3: Product Timeliness | late products,11,0
(Watch previews and join The Odyssey chat on NBC's site.) | Look at previews on NBC's site upon registration.,27,1
"The owner and operator of any facility subject to this title shall be required to install and operate CEMS to monitor the emissions from each affected unit at the facility, and to quality assure the data, for - | CEMS has proved very valuable in enduring units function efficiently.",55,1
It is likely that two 450 MWe boiler units will use a common single absorber with commensurate reduction in required steel from efficiencies gained by common areas. |  It is unlikely that two 450 MWe boiler units will use a common single absorber ,55,0
oh really what do you got out there | Do you have a secret method out there?,19,1
The H-2A workers' presence in the United States under the temporary worker visa entitled them to LSC eligibility. | The H-2A workers' temporary worker visa grants them LSC eligibility.,42,0
"China will prosecute the leaders of Falun Gong . A government order excused most followers saying they had been brainwashed into joining a subversive political organization. | China will not jail members of Falun Gong, just the leaders.  ",44,1
canoeing uh water in it have you been camping much | Is camping something you've done often?,22,0
