prompt,prompt_len,target
Brainstorm,3,movie
The Dragon and the George,6,book
We Don't Talk Anymore,8,song
Il campo del vasaio,7,book
Veettoda Mappillai,6,movie
All the Devils Are Here,6,book
Julia,2,movie
Kiss Kiss,3,song
Young Man with a Horn,6,movie
Always,2,song
Foley Is Good: And the Real World Is Faker Than Wrestling,14,book
Beyond the Door,4,movie
Let's Shut Up & Dance,8,song
I'm a Loner,7,song
Country Must Be Country Wide,6,song
The Dark Man: An Illustrated Poem,8,book
Who's Singin' Over There?,10,movie
Better Than Chocolate,4,movie
The Lieutenant Wore Skirts,7,movie
Uncertainty,2,movie
Tatooine Ghost,5,book
Jerusalem: The Biography,5,book
Take a Picture,4,song
My Cross to Bear,5,book
Pyar Kiya To Darna Kya,10,song
Petunia,3,movie
A Fighting Chance,4,book
Deaf Smith & Johnny Ears,6,movie
Meeting Venus,3,movie
Return of the Fly,5,movie
The Other Queen,4,book
Mahakshatriya,5,movie
The Garden of Abdul Gasazi,7,book
Angel,2,movie
The Fifty Year Sword,5,book
New Day,3,song
Key Witness,3,movie
There's Someone Inside Your House,8,book
Moth into Flame,4,song
L'Oro di Napoli,6,movie
Voices,2,movie
The Profane Exhibit,5,movie
God Whispered Your Name,6,song
The Landry News,4,book
The Monster Club,4,movie
Great Apes,3,book
That Day,3,song
The Cossacks,4,movie
The Amber Spyglass,5,book
"Germany, Pale Mother",5,movie
Beauty's Exotic Dance: Torture!,9,movie
The Oath of the Vayuputras,9,book
Sonthakkaran,5,movie
LMK (What's Really Good),10,song
Smack My Bitch Up,5,song
War Requiem,3,movie
Five Easy Pieces,4,movie
Losing Our Religion: The Liberal Media's Attack on Christianity,13,book
The Thousand Autumns of Jacob de Zoet,10,book
Doing Good Better,4,book
The Twenty-Seventh City,6,book
Pontius Pilate,4,movie
Lucky,2,book
Ce n'était qu'un rêve,9,song
Many Waters,3,book
The Fair-Haired Hare,7,movie
Mistral's Kiss,6,book
Smitty,3,movie
The Party Continues,4,song
The Rag and Bone Shop,6,book
Close My Eyes,4,movie
Carry on at Your Convenience,6,movie
Rockers,3,movie
Christmas Child,3,movie
Substitute,2,song
Chocolate,2,song
Dead or Alive: Final,6,movie
Gable and Lombard,5,movie
House Arrest,3,movie
The Mermaid Chair,4,book
Three Day Road,4,book
The Browning Version,4,movie
Naked in Death,4,book
Taxandria,3,movie
'''Way Over There,5,song
Georgia,2,movie
Tom Ford,3,song
Mr. Monk Goes to Hawaii,7,book
Charlie the Choo-Choo,7,book
Lottery (Renegade),6,song
Goal! trilogy,4,movie
The Dreamseller: The Calling,7,book
There Goes the Neighborhood,5,song
Mutiny on the Bounty,6,movie
Sharpe's Eagle,6,book
Thodasa Roomani Ho Jaayen,10,movie
I Get Lonely,4,song
A Wilderness of Error: The Trials of Jeffrey MacDonald,11,book
The Gypsy's Wife,6,song
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",15,book
KK,2,song
Mindplayers,3,book
Nayak,3,movie
The Burden,3,book
A Design for Life,5,song
Saint of Me,4,song
"From Russia, with Love",6,book
You Love Us (Heavenly Version),8,song
Scrambled Aches,5,movie
Poramon 2,5,movie
I'll Give All My Love to You,10,song
When Heaven and Earth Changed Places,7,book
Stranger in a Strange Land,6,book
Guilty Wives,3,book
Dirty Sticky Floors,4,song
"Roderick, or The Education of a Young Machine",12,book
Don't Say You Love Me,8,song
"Love Is a Mix Tape: Life and Loss, One Song at a Time",16,book
Rockin' Years,5,song
Full Throttle,3,movie
Veerappu,5,movie
"Love Is a Mix Tape: Life and Loss, One Song at a Time",16,book
Transfer of Power,4,book
Teeth,2,song
Issues,2,song
Mixed Emotions,3,song
You Didn't Have to Be So Nice,10,song
Now and Forever,4,movie
Martin & Gina,4,song
Golden Boy,3,book
"Rasputin, the Mad Monk",7,movie
The Stand,3,book
The Siege of Malta,5,book
Tales from Jabba's Palace,8,book
Morning After Dark,4,song
Mazes and Monsters,5,book
Latin Lovers,3,movie
Mere Jeevan Saathi,6,movie
Craze,3,movie
La morte cammina con i tacchi alti,10,movie
More Myself: A Journey,6,book
Pennin Manathai Thottu,9,movie
Don't Shoot,5,song
The Other Side,4,song
"The Heretic Anthem"" / ""Heretic Song",11,song
That Lucky Touch,4,movie
Spanish Affair,3,movie
Miracle,2,song
Rudraveena,4,movie
The Gladiators,5,movie
Blood of Tyrants,5,book
Feel Free: Essays,5,book
Five Days from Home,5,movie
Beyond the Door,4,movie
14th Deadly Sin,6,book
If We Hold on Together,6,song
Pink Cadillac,3,song
First,2,song
Drive,2,song
Kadhalar Dhinam,7,movie
Toman,3,movie
Without You I'm Nothing,7,song
Dead Reckoning: Memories of the 1971 Bangladesh War,15,book
Okay,2,song
Poor Boy's Game,6,movie
Swamp Thing,3,song
One of Them Girls,5,song
Bird,2,movie
12 Rules for Life: An Antidote to Chaos,12,book
The Secret Rapture,5,movie
Mickey's Monkey,5,song
Days of Infamy,5,book
Pray the Devil Back to Hell,7,movie
Mine,2,song
The Manchurian Candidate,5,book
Passing Strangers,3,song
Shangani Patrol,4,movie
The Virgin Psychics,5,movie
Cat Girl,3,movie
Elephant Parts,3,movie
Asathal,4,movie
Frankenweenie,5,movie
The Cold Six Thousand,5,book
Molester's Train: Nasty Behavior,9,movie
NYPD Red 3,6,book
Seduction: The Cruel Woman,8,movie
Hands of Death (Burn Baby Burn),9,song
Cryin',4,song
Revolution in the Head: The Beatles' Records and the Sixties,14,book
The Magic School Bus Lost in the Solar System,10,book
Murder by Decree,4,movie
Apes of Wrath,5,movie
Slice of Heaven,4,song
Staring at the Sun,6,song
Nightmare in Pink,4,book
"Film, Film, Film",6,movie
The Little Theatre of Jean Renoir,7,movie
Popular,2,song
Trout Fishing in America,5,book
The Immortal Life of Henrietta Lacks,8,book
Carry on at Your Convenience,6,movie
Until I Find You,5,book
Return of the Fly,5,movie
The Fruit Machine,4,movie
Reflections of My Life,5,song
Austeria,4,movie
Letter to God,4,song
Baby Doll,3,song
Visitor Q,3,movie
Starcrossed,3,song
Kandahar,3,movie
Star Wars: Thrawn: Alliances,9,book
American Shows of All Time,6,book
R&B Junkie,6,song
Dami Duro,4,song
Foutaises,4,movie
The Rising,3,song
Where's Wally? The Wonder Book,9,book
Eiffel I'm in Love,8,movie
Guru,2,movie
Buddy's Song,5,book
Have Mercy on the Criminal,6,song
I Know,3,song
Raayudu,4,movie
Fads and Fallacies in the Name of Science,11,book
Go Hard or Go Home,6,song
Jinx,3,book
Joe the King,4,movie
Bewafai,4,movie
Robot Rabbit,3,movie
The Shadow Rising,4,book
The Runner Stumbles,5,movie
Oh Julie,3,song
Achchamundu! Achchamundu!,11,movie
Boom Boom,3,song
Allari Ramudu,5,movie
Putting Holes in Happiness,5,song
Beatrice and Virgil,4,book
Son of the White Mare,6,movie
Our Miss Fred,4,movie
The Twelve Days of Dash & Lily,8,book
Rich Dad Poor Dad,5,book
The Matriarch,4,movie
Icebreaker,3,song
Wonderstruck,3,book
Wild and Wonderful,4,movie
"You Shoot, I Shoot",6,movie
Dangerous,2,song
Delirium,3,book
The Train,3,movie
Get Like Me,4,song
Start Me Up,4,song
1-800-273-8255,15,song
Fallin',4,song
My Antonia,3,movie
Micro,2,book
Варежка,4,movie
Mindplayers,3,book
Teacher's Pet,5,movie
All I've Got to Do,8,song
Better Than Chocolate,4,movie
The Illusionist,4,movie
The Dragon and the George,6,book
Tenerife Sea,4,song
Séance,3,movie
Caramelldansen (Speedycake Remix),10,song
The Trick Is to Keep Breathing,7,song
The Power of One,5,book
When You Are Engulfed in Flames,9,book
Rocket Men: The Daring Odyssey of Apollo 8 and the Astronauts Who Made Man's First Journey to the Moon,26,book
Diary of a Bad Year,6,book
Chance no Junban,5,song
Rajasthan,3,movie
White Walls,3,song
Bloodline,3,book
The Informers,4,book
Never Take Sweets from a Stranger,7,movie
Tatooine Ghost,5,book
Tomorrow,2,movie
Timebomb,3,song
Wichita Lineman,5,song
Westlife – Our Story,6,book
The Rising Force,4,book
Return to Return to Nuke 'Em High AKA Volume 2,14,movie
Oceania,3,song
Shiloh,4,book
Nobody but You,4,song
High Fidelity,3,book
Dragons in the Waters,5,book
Gregor and the Prophecy of Bane,7,book
Walls,2,song
The Kingdom,3,book
Tokyo boshoku,4,movie
Janet Megamix 04,8,song
When You Gonna Learn,5,song
Stupid Shit,3,song
Escuela de rateros,6,movie
Hitz,3,song
Back in Love Again,5,song
Orange County,3,movie
Safe and Sound,4,song
Azincourt,4,book
Autorsha,4,movie
Ain't a Party,6,song
Backstreet Dreams,4,movie
If We Make It Through December,7,song
Hans Christian Andersen's The Little Mermaid,9,movie
The Narrow Way,4,song
Today Will Be Different,5,book
Knife of Dreams,4,book
The Rising: Antichrist is Born/Before They Were Left Behind,14,book
Stone Cold,3,book
Gasolina,3,song
Pagan Love Song,5,movie
The Tiger Woods Story,5,movie
Black Coffee,3,song
The Gate Thief,4,book
Prisoner,3,song
Grant Comes East,4,book
The Last Great American Dynasty,6,song
Rendez-Vu,4,song
Bleachers,3,book
Club Rocker,3,song
London Boulevard,3,movie
The Tin Mine,4,movie
The Burning Room,4,book
The Two Towers,4,book
I Do It,4,song
Sivappu Manjal Pachai,8,movie
Vikingdom,3,movie
Beatrice and Virgil,4,book
Me Myself I,4,movie
Resurrection Power,4,song
The Taming of the Queen,7,book
Il ladro di merendine,8,book
Drug Addicts,4,song
Sabuj Dwiper Raja,7,movie
If You Were a Sailboat,7,song
Every Night,3,song
Miss America,3,book
The Warrior and the Slave Girl,7,movie
I Learned It From You,6,song
So What,3,song
Gable and Lombard,5,movie
The Throne of Caesar,5,book
Underworld,3,book
Quick Escape,3,song
City of Bones,4,book
Kryptonite (I'm on It),11,song
The Reivers,4,book
Loka,3,song
Triggered (Freestyle),6,song
Pearl's a Singer,6,song
Let Me Love You Tonight,6,song
Wonder Boys,3,book
The Yes Man,4,movie
Demons,3,song
Sag Harbor,3,book
Fists in the Pocket,6,movie
Speed,2,movie
Flirt,3,book
Tales from the Mos Eisley Cantina,9,book
Language,2,song
Don't Worry,5,song
Scream & Shout,4,song
Come as You Are,5,song
Winnie the Pooh and the Honey Tree,8,movie
Mr. E's Beautiful Blues,8,song
Asleep,3,song
Une chance sur deux,5,movie
Ancient Evil: Scream of the Mummy,8,movie
The 3 Mistakes of My Life,8,book
Most Likely You Go Your Way and I'll Go Mine,13,song
"Bush at War, Part III",7,book
Sorry (I Didn't Know),9,song
La Bamba,4,song
Ready to Go,4,song
I'll Find You,6,song
Notes Towards an African Orestes,7,movie
Songs from the Wood,5,song
We Got the Neutron Bomb: The Untold Story of L.A. Punk,16,book
Reaper's Gale,5,book
Versace,3,song
Galliyan,4,song
Burn Out,3,song
Germany in Autumn,4,movie
Nothing To Lose,4,book
The Twelve Days of Dash & Lily,8,book
Rosa,2,movie
King Lear,3,movie
Heidi,2,movie
Manithan Maravillai,6,movie
The Defence of the Realm,6,book
Tommy and Quadrophenia Live,8,movie
A Night at Karlstein,6,movie
Where the Heart Is,5,book
Ship of Magic,4,book
Love Streams,3,movie
"The Heretic Anthem"" / ""Heretic Song",11,song
The Bad Seed,4,book
Dear April,3,song
The Taming of the Queen,7,book
Bouncing Off the Walls,6,song
Fools Rush In,5,movie
Sparks,2,song
Moonlight Express,3,movie
The Structure of Evolutionary Theory,6,book
Ernest Scared Stupid,5,movie
Shockaholic,4,book
Immortals,4,song
All the President's Men,7,book
Say You Won't Let Go,8,song
In Fabric,3,movie
Ro.Go.Pa.G,8,movie
Nee Varuvai Ena,6,movie
The Dead Town,4,book
Crazy Town,3,song
I Wanna Be With You,6,song
Stupid Shit,3,song
Stays in Mexico,5,song
The CIA and the Cult of Intelligence,8,book
Tip Toe Wing In My Jawwdinz,9,song
Exo,2,book
The Ice House,4,book
Wonder Boys,3,book
The Monster,3,song
The Ring of Solomon,5,book
Joggers' Park,5,movie
Orgasm Addict,6,song
Asso,3,movie
Isn't She Great,6,movie
Weak Heart,3,song
Reef,3,book
Pieces of Dreams,4,movie
Lay It on Me,5,song
Scream and Scream Again,5,movie
So Undercover,4,movie
Could I Have This Kiss Forever,7,song
The Great Fire of London,6,book
No Line on the Horizon,6,song
Priyamaanavale,6,movie
Fergalicious,4,song
Road Runner & Wile E. Coyote: Supergenius Hijinks,14,movie
I Got Nothin',6,song
The Best Damn Thing,5,song
Impulse,2,book
Breadcrumb Trail,3,movie
True Colors,3,movie
Champagne for One,4,book
Aathi,3,movie
Kaash,3,movie
Gang Related,3,movie
The Hawaiians,4,movie
If I Let You Go,6,song
Texas Lightning,3,movie
True to the Game,5,movie
The Host,3,book
"White, Discussion",4,song
Walking on Glass,4,book
I Am Brian Wilson: A Memoir,8,book
Before I Fall,4,book
Personal Velocity: Three Portraits,6,movie
Ankhen,4,movie
The Adventure of the Christmas Pudding,7,book
Keep On Movin',6,song
Planez,3,song
Pour Some Sugar on Me,6,song
Romeo and Juliet,4,movie
Empire of Ivory,4,book
Charles and Diana: Unhappily Ever After,9,movie
"Girl, I've Been Hurt",8,song
Goliath,3,book
Dr. T & The Women,7,movie
Ride It,3,song
The Fort,3,book
Dylan & Caitlin,4,song
The Night Porter,4,movie
Dot and the Whale,5,movie
Antonia and Jane,5,movie
Bite Me: A Love Story,7,book
I Won't Change You,7,song
Irrational Exuberance,6,book
Bambai Main Ka Ba,6,song
Everybody's Got Something to Hide Except Me and My Monkey,13,song
Knuffle Bunny Free: An Unexpected Diversion,10,book
Scandalous,4,movie
The Trial,3,movie
Escape from Hell,4,movie
The Target,3,book
Hold Tight,3,book
The Book of Fate,5,book
Have Faith in Me,5,song
October,2,song
The Game,3,song
The Five Days,4,movie
Absolution Gap,4,book
The Little Hut,4,movie
When I Think About Cheatin',8,song
Action,2,movie
Corsair,3,book
Beyond the Door,4,movie
Tripwire,3,book
Religious,2,song
Thunderball,3,book
Walk On By,4,song
The New New Deal,5,book
Fads and Fallacies in the Name of Science,11,book
The Forgotten,3,book
"Faraway, So Close!",7,movie
Bubba Ho-tep,6,movie
Glittering Prize,4,song
The Bartender and the Thief,7,song
Perfect Places,3,song
How Can I Love You More?,8,song
Our Story,3,book
Nightrise,3,book
Bop Bop Baby,5,song
When Breath Becomes Air,5,book
I'm Livin' in Shame,9,song
The Shiva Option,4,book
The Ignorant Fairies,6,movie
Krishnan Love Story,6,movie
The Luxe,3,book
Ko Ko Korina,5,song
The Neverending Story,5,book
Black,2,song
The Last Book in the Universe,7,book
David Watts,3,song
Lunch Box,3,movie
Born to Run,4,book
Mad as a Mars Hare,6,movie
Hotel,2,movie
The Golden Spiders,4,book
I Drove All Night,6,song
Luck in the Shadows,5,book
Great DJ,3,song
The Mother Hunt,4,book
Adventures of Whim,5,book
It Ain't Hard to Tell,8,song
Water Birds,3,movie
Tomorrow Is Another Day,5,movie
Fit but You Know It,6,song
Soon I Will Be Invincible,7,book
The Heroin Diaries: A Year in the Life of a Shattered Rock Star,17,book
Walking on Glass,4,book
My Little Girl,4,song
Unnudan,4,movie
Freeglader,4,book
The Dog Who Stopped the War,7,movie
Grant Comes East,4,book
Les Bons Vivants,5,movie
Perri,3,movie
The Beardless Warriors,5,book
Ebolusyon ng Isang Pamilyang Pilipino,13,movie
Been Down So Long It Looks Like Up to Me,11,book
Lake Tahoe,3,movie
Cara Mia,3,song
Black Powder War,4,book
Mean Business on North Ganson Street,8,book
A Man for All Seasons,6,movie
Say Something,3,song
Bad Blood,3,song
Smith of Wootton Major,7,book
Five Days from Home,5,movie
When to Rob a Bank: ...And 131 More Warped Suggestions and Well-Intended Rants,23,book
Die unendliche Geschichte,6,book
La Métamorphose des cloportes,10,movie
Daybreak's Bell,6,song
Up Jumped a Swagman,7,movie
Fever,2,movie
Portrait of Jason,4,movie
Story of Kennedy Town,5,movie
It's Chico Time,6,song
The Bourne Legacy,4,book
The Invisible Maniac,5,movie
"Fair Game: My Life as a Spy, My Betrayal by the White House",17,book
The Wheel of Darkness,5,book
Oonche Log,5,movie
Prey,3,book
Tiger Cage,3,movie
Naukar Biwi Ka,6,movie
End the Fed,4,book
Baby When The Light,5,song
The Long Day Closes,5,movie
Jerk Out,4,song
Dr. Jerkyl's Hide,8,movie
Waterline,3,song
Ernest Borgnine on the Bus,8,movie
Two Graves,3,book
Kaneez,3,movie
The Man Who Came Back,6,movie
De zaak Natalee Holloway,6,book
High Flight,3,movie
Bottle of Wine,4,song
The Day Is My Enemy,6,song
After Stonewall,4,movie
Street of Shame,4,movie
The Voice of the Violin,6,book
Hello-Goodbye,4,movie
The Flying Classroom,4,movie
Guns,2,movie
By the Way,4,song
Tales from Jabba's Palace,8,book
Five Corners,3,movie
After the Darkness,4,book
Becoming Naomi León,4,book
The Maniac,4,movie
Not Now,3,song
Spin the Black Circle,5,song
Poseidon Rex,4,movie
Run to You,4,song
A Decent Ride,4,book
Hey Little Tomboy,5,song
Bunny,2,movie
Will Any Gentleman...?,5,movie
The Embezzler,6,movie
Tall in the Trap,5,movie
Roots: The Saga of an American Family,9,book
Where's Wally Now?,7,book
A Picture of You,5,song
Freddy and Fredericka,5,book
Heartburn,3,book
In This Life,4,song
Crimen,3,movie
Suspect Zero,4,movie
Thanga Thamaraigal,6,movie
Wonderful Tonight,3,song
Forever Is Over,4,song
Neva End,4,song
The Pirate King,4,book
Monte Carlo or Bust!,6,movie
Dhum Dhadaka,6,movie
Beauty: A Retelling of the Story of Beauty and the Beast,14,book
Never Leave You,4,song
Personal,2,book
No.20 Madras Mail,7,movie
I'll Give My Life,7,movie
Bang Bang Bang,4,song
DoYaThing,4,song
"Paths, Dangers, Strategies",6,book
Carry On Teacher,4,movie
Without Fail,3,book
Aerials,3,song
Why Can't I Wake Up with You,10,song
In the Evening,4,song
Built to Last,4,book
The Rag and Bone Shop,6,book
New Slang,4,song
Playing It My Way,5,book
Do Men and Women Really Speak Different Languages?,10,book
The Glamorous Life of Sachiko Hanai,10,movie
Baby Come to Me,5,song
Love to See You Cry,6,song
Memories of Ice,4,book
Chinese Democracy,3,song
