prompt,prompt_len,target
"Nearly all of Ford 's second-quarter profit came from Ford Credit , which earned a net $ 401 million , up 21.5 percent . | Nearly all of Ford 's second-quarter profit came from its Ford Credit finance arm , which earned $ 401 million , up 21.5 percent from a year earlier .",75,1
President Bush and top officials in his administration cited the threat from Iraq 's alleged chemical and biological weapons and nuclear weapons program as the main justification for going to war . | President George Bush and top administration officials cited the threat from Iraq 's banned weapons programs as the main justification for war .,59,1
""" This is a wide-ranging and continuing investigation which is likely to result in numerous other charges , "" Mr Spitzer said . | "" This is a widening and continuing investigation , which is likely to result in numerous other charges , "" Mr. Spitzer said yesterday at a news conference .",59,1
"It is so far out in international water that the finder Odyssey Marine Exploration , of Tampa , Fla . , does not have to share the wealth with any governments . | And because it is so far out in international water , salvage company Odyssey Marine Exploration doesn 't have to share the wealth with coastal state governments .",63,1
Vaccine makers have been thrust in the limelight following government programmes to encourage wider vaccination and fears of biological attacks on civilian and military targets . | Vaccine makers have been thrust into the limelight as government programs encourage wider vaccination amid fears of biological attacks .,48,1
"Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church 's upcoming 104th anniversary celebration , worshippers said . | Congregants of Turner Monumental AME Church said Shelia Chaney Wilson , 43 , was agitated when she came to the church , in the Kirkwood neighborhood on the city 's east side .",82,0
"Taiwan ranked No. 3 in the world behind China and Hong Kong for SARS deaths and cases . | Taiwan ranked No. 3 on the global list for deaths and cases , behind China and Hong Kong .",43,1
"Hurricane warnings were posted Friday along parts of the lower Texas coast as Tropical Storm Erika sped across the Gulf of Mexico and headed for landfall . | One month after Hurricane Claudette pounded Texas , hurricane warnings were posted Friday along parts of the coast as fast-moving Tropical Storm Erika churned across the gulf .",62,0
"They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery . "" | Consumers , tired of paying high prices for CDs and DVDs , are looking for flexible forms of on-demand media delivery .",51,1
"Novelist Michael Peterson was convicted Friday of murdering his wife , whose body was found in a pool of blood at the bottom of a staircase in their home . | A jury convicted novelist Michael Peterson Friday of bludgeoning his wife of five years in the stairwell of their home .",57,1
Dealers said the single currency 's downward momentum may pick up speed should it break below $ 1.15 . | Dealers said the single currency 's downward momentum against the dollar could pick up speed if it broke below $ 1.15 .,54,1
"The Standard & Poor 's 500 Index slipped 3.14 points , or 0.29 percent , to 1,071.99 . | The Standard & Poor 's retail index < .RLX > was up more than 1.5 percent .",63,0
"The NEA report , the "" Status of the American Public School Teacher , "" aims to help education groups shape their agendas . | The NEA report , "" Status of the American Public School Teacher , "" aims to help education groups shape their agendas and mold the country 's image of teachers .",58,0
"A power cut in New York in 1977 left 9 million people without electricity for up to 25 hours . | The outage resurrected memories of other massive power blackouts , including one in 1977 that left about 9 million people without electricity for 25 hours .",63,0
""" These are defining moments for players and organizations , "" Anaheim coach Mike Babcock said . | "" There are defining moments for players and organizations where you are measured .",33,0
""" Our party will never be the choice of the NRA - and I am not looking to be the candidate of the NRA , "" he said . | Our party will never be the choice of the N.R.A. , and I 'm not looking to be the candidate of the N.R.A. , "" a reference to the National Rifle Association .",75,1
"However , John Clare , chief executive of the Dixons Group , expressed his disappointment . | John Clare , Dixons chief executive , objected to the Commission 's findings .",35,1
"She said she told O 'Donnell , "" Your mother died of breast cancer . | Spengler replied , "" Didn 't your mother die of breast cancer ?",34,0
"American forces here organized the elections , which officials say are important steps toward establishing democracy in Iraq . | U.S. forces organized the elections , which officials said were a step toward establishing democracy in the nation .",43,1
Pines said he would convene the relevant party bodies within 10 days to discuss whether new elections would be held or whether a temporary leader would be appointed . | Mitzna and party secretary Ophir Pines agreed to convene party organizations within 10 days to discuss whether new primaries would be held or a temporary leader appointed .,67,0
Four other men who were also charged in June have already pleaded guilty . | Four of the defendants have pleaded guilty to weapons charges and other counts .,30,1
"Manfred Bischoff , EADS co-chairman and also a member of the management board of DaimlerChrysler , said both EPI and Pratt & Whitney had presented "" excellent proposals . | Manfred Bischoff , EADS co-chairman and a member of DaimlerChrysler 's management board , said EPI and P & W had presented "" excellent proposals .",72,1
"He listed LeapFrog Enterprises ' LF.N LeapPad books , Hasbro Inc . ' s HAS.N Beyblade starter set , and MGA Entertainment 's Bratz doll line as toys that were stealing market share . | LeapFrog Enterprises ' LF.N LeapPad books , Hasbro Inc . ' s HAS.N Beyblade starter set , and MGA Entertainment 's Bratz doll line all were stealing market share , he said .",89,1
"Under the settlement , Solutia will pay $ 50 million in equal installments over a period of 10 years . | Under the agreement , Solutia will pay $ 50 million and Monsanto will pay $ 390 million .",51,0
"Lee told the newspaper that the girl had dragged the food , toys and other things into her mother 's bedroom , where he found her . | Lee , 33 , said the girl had dragged the food , toys and other things into her mother 's bedroom .",55,1
"A federal judge yesterday disconnected a new national "" do-not-call "" list , just days before it was to take effect , saying the agency that created it lacked the authority . | A federal judge yesterday struck down the national do-not-call registry slated to take effect Oct. 1 , ruling the Federal Trade Commission had no authority to create the list .",74,1
"The Chelsea defender Marcel Desailly has been the latest to speak out . | Marcel Desailly , the France captain and Chelsea defender , believes the latter is true .",33,0
"AMD will own a 60 percent interest in the new company and Fujitsu owns 40 percent . | Fujitsu will own 40 percent of the company , which will be headquartered in Sunnyvale , Calif .",46,0
"Wim Wenders directed a widely praised film of the same name , based on the sessions . | A widely praised film of the same name was directed by Wim Wenders .",35,0
"The 1 5 / 8 percent note maturing in April 2005 gained 1 / 16 to 100 13 / 32 , lowering its yield 1 basis points to 1.41 percent . | The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .",84,0
"The lawyer representing Torch Concepts , Rich Marsden did not respond to repeated phone calls . | Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment .",38,0
This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne . | This was almost certainly its last full quarter before the company becomes a part of Palm .,41,0
"The battles marked day four of a U.S. sweep to hunt down supporters of Saddam Hussein 's fallen regime . | Twenty-seven Iraqis were killed , pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein 's fallen regime .",65,0
"Sovereign 's shares lost 74 cents , or 4.5 % , to $ 15.68 . | Sovereign shares closed on the New York Stock Exchange at $ 15.68 , down 74 cents , or 4.5 percent .",60,1
"With the Fourth of July weekend approaching , state parks such as the Spruce Run Recreation Area in Union Township will be open . | With the Fourth of July weekend approaching , state parks such as Parvin State Park in Salem County will be open .",49,1
"The San Jose-based company posted a net income of $ 64.2 million , or 27 cents per share , in the quarter ended May 30 . | That was up from the year-ago quarter , when the company earned $ 54.3 million , or 22 cents a share .",68,0
"The news will be announced Monday morning in Dallas at Tech Ed 2003 during a keynote by Paul Flessner , senior vice president of Microsoft 's Server Platform Division . | The plan is expected be disclosed Monday morning at Tech Ed 2003 during a keynote by Paul Flessner , senior vice president of Microsoft 's Server Platform Division .",75,1
"Sgt. Ernest Bucklew , 33 , was coming home from Iraq to bury his mother in Pennsylvania . | Ernest Bucklew was headed home for his mother 's funeral in Pennsylvania .",39,1
"One had also pointed to the word refugee in an English / Turkish dictionary . | One man had brandished an English-Turkish dictionary and pointed to the word "" refugee "" .",36,1
"The high Saturday is expected to be about 92 degrees , and it will likely drop to 90 degrees Sunday and Monday . | The high today will be about 92 degrees and will drop to 90 degrees Sunday and Monday .",51,1
The transaction will expand Callebaut 's sales revenues from its consumer products business to 45 percent from 23 percent . | The transaction will expand Callebaut 's sales revenues from its consumer products business by around 45 percent to some one-third of total sales .,58,0
Late last month Microsoft restricted access to its MSN Messenger network . | Microsoft last month said it is updating its MSN Messenger service in October .,28,0
"PeopleSoft , of Pleasanton , California , said the deal would increase its 2004 earnings , excluding amortization and other items . | But PeopleSoft said the new deal should add to its 2004 earnings , excluding amortization and other items .",54,1
"They said many had been beaten , and police officers also stormed private wards at the hospital and harassed patients . | They said the police officers also entered various private wards at the clinic and attacked patients .",40,0
"The Nasdaq composite index fell 25.17 , or 1.4 percent , to 1,792.07 following a loss of 26.46 the previous session . | The technology-laced Nasdaq Composite Index .IXIC dropped 25.17 points , or 1.39 percent , to 1,792.07 , based on the latest available figures .",90,0
"If Poland , Spain and Germany were prepared to make concessions in Brussels , the basis for a deal could be found . | "" Poland , Spain and Germany , were ready to talk about a deal , "" he said .",44,0
""" I ´ m very proud of the citizens of this state , "" Gov. John Baldacci said after votes from Tuesday ´ s referendum were counted . | "" I 'm very proud of the citizens of this state , "" said Gov. John Baldacci , a casino foe .",57,0
"Overall , students are most likely to be taught by a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work-force portrait shows . | The average teacher is a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work force portrait shows .",71,1
"Parrado remained on a Coast Guard cutter Wednesday as immigration officials attempt to determine his status , the Coast Guard said . | Parrado remained on a Coast Guard cutter Wednesday as officials determined his status and immediate future , the Coast Guard said .",48,1
"Watson , of Whitakers , N.C. , was found guilty of making a false threat to detonate explosives , and destruction of federal property . | Dwight Watson , 50 , was convicted of making a false threat to detonate explosives and of destroying federal property .",56,1
"He said that most of the 250 persons living near the disaster site were asleep when the cloudburst took place late on Thursday evening . | Most of the 250 persons living near the disaster site were asleep when the cloudburst took place , the second such incident in three weeks .",63,0
"Combined , the companies will have about $ 2.8 billion in annual revenues , 13,000 employees and more than 11,000 customers in 150 countries . | The deal creates a company with about $ 2.8bn in annual revenues with 13,000 employees and 11,000 customers .",80,0
""" We 're still confident that Gephardt will get the lion 's share of union support . "" | Whether or not we get to the two-thirds , we 're going to have the lion 's share of union support . """,50,0
"He is a brother to three-year-old Mia , from Kate 's first marriage , to film producer Jim Threapleton . | Winslet , 28 , has a three-year-old daughter Mia by her first husband , British film producer Jim Threapleton .",60,0
"At 8 a.m. Friday , San Joaquin County Sheriff 's deputies found the body of Adan Avalos , 37 . | San Joaquin County sheriff 's deputies found 37-year-old Adan Avalos of Riverbank shot to death inside the SUV .",60,0
Doctors have speculated that the body 's own estrogen protects against cell damage and improves blood flow . | Their belief was based on speculation that estrogen prevents cell damage and improves blood flow .,37,1
"The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent . | The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .",66,0
"Microsoft this week released a critical update to fix a bug with its newly released Office 2003 suite . | Microsoft has released a critical update for its newly released office suite , Office 2003 .",45,1
"Cohen recessed the hearing until this afternoon and said he expected to issue his findings next week . | After a day of testimony , Cohen recessed the hearing until this afternoon .",34,0
"Progress Software plans to acquire privately held DataDirect Technologies for about $ 88 million in cash , the companies said Friday . | Progress Software Corp. is acquiring DataDirect Technologies Ltd . , a privately held supplier of data-access software , for approximately $ 88 million , the companies said Friday .",62,1
"Overture 's listings are generated by more than 100,000 advertisers who bid for placement on keywords relevant to their business . | Overture generates its search listings from more than 100,000 advertisers who bid for placement on keywords relevant to their business .",60,1
"The Supreme Court agreed Monday in Illinois vs. Telemarketing Associates . | The case decided Monday centered around an Illinois fund-raiser , Telemarketing Associates .",31,0
""" The strength of demand for credit increases the danger associated with delaying ( a rate rise ) that is called for on general macroeconomic grounds , "" Mr Macfarlane said . | The strength of demand for credit increases the danger associated with delaying a tightening of policy that is called for on general macroeconomic grounds . """,61,1
"The Dow Jones industrial average fell 98.30 , or 1.1 percent , while bond values fell , too . | The Dow Jones industrial average finished the day down 98.32 points at 9,011.53 .",56,0
"A photograph of the doctor 's son , Ariel , holding the guitar appeared in the National Enquirer two weeks after Harrison 's death . | A picture of the doctor 's son holding the guitar appeared in the National Enquirer just two weeks after George died .",54,1
"Dunlap won both the swimsuit competition and the talent portion of the competition , singing "" If I Could . "" | She won the talent portion singing "" If I Could "" and also won in evening wear .",42,0
""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" Fraley said . | "" Biotech products , if anything , may be safer than conventional products because of all the testing , "" said Robert Fraley , Monsanto 's executive vice president .",58,1
"He was a close associate of Sept . 11 mastermind Khalid Shaikh Mohammed , "" Bush said . | "" He 's a known killer who was a close associate of Sept . 11 mastermind Khalid Shaikh Mohammed .",45,0
"The contractors convicted last month , Brian Rose , 36 , and Joseph Quattrone , 35 , are to be sentenced in January . | Contractors Brian Rose , 36 , and Joseph Quattrone , 35 , who were convicted of submitting hundreds of phony invoices to Blue Cross , are to be sentenced in January .",70,0
"It consisted of eight blacks , two Guyanese and two whites . | The new jury consisted of eight blacks , two whites and two jurors of Guyanese descent .",35,1
The arrests revealed new details about the four-month investigation at Selenski 's Mount Olivet Road home . | Kerkowski and Fassett 's bodies were unearthed at Selenski 's Mount Olivet Road home on June 5 .,50,0
"A month ago , the Commerce Department said GDP grew at a 7.2 percent rate . | A month ago , the Commerce Department estimated that GDP had a grown at a 7.2 percent rate in the third quarter .",47,1
"Neither military action nor large-scale bribery can solve the North Korean problem , Wolfowitz said . | Indeed , Wolfowitz admitted Saturday that neither military action nor "" large scale bribery "" would solve the issue .",42,1
