prompt,prompt_len,target
"We studied state governments, such as Florida, Oregon, Minnesota, North Carolina, Texas, and Virginia; and foreign governments, such as Australia, Canada, New Zealand, and the United Kingdom. | Both foreign governments and state governments were studied.",50,1
"Because of the heavy harbor traffic, only sailors licensed by the Hong Kong authorities can run pleasure boats in local waters. | Anyone with a boat can take it out into the harbor in Hong Kong.",40,0
Not until then will we know whether this is real money or funny money--whether it will be worth a continental. | We will then know whether it's real money or funny money.,39,1
"The preamble to the final rule discusses issues raised by various commenters in the areas of the use of self-service displays, vending machines, restrictions on sponsorship of events except in the corporate name and loss of employment and maintains its conclusion that there would be no taking under the Order. | The preamble to the final rule discusses issues raised by various commenters in the areas of the use of self-service displays.",83,1
"Instead of boos and shouts, we have only I hear hisses from several locations. | People were actually hissing.",24,1
"it you know it's it i mean they do generate a lot of soot but that at least you know that kind of particulate comes out of the air pretty quickly | They are very clean, producing no discernible waste product at all.",48,0
"If Madrid played any role in these pivotal events, no record of it remains. | If Madrid was involved in the event, there is no record of it.",33,1
yeah so i was ten and i don't remember a lot about anything at that time in my life very much in great detail | It was a hard time and I try not to remember those times.,42,0
"But a closer look at Bush's comments suggests the  He is concerned that the party looks mean because of its economic policies, and he is using cultural issues to soften that image by projecting Republican compassion. | Bush's comments suggest that he is using cultural issues to soften that image.",59,1
He seemed to be getting the hang of abracadabraing up what was in his mind. | He was learning how to create whatever he could think of. ,34,1
"'Apparently they had a Plan B,' White muttered dryly. | There was a plan B and that plan was to blow everyone up. ",30,0
"For information about the stock of wealth accumulated by households, we obtained net worth data from the FFAs' balance sheet aggregated for the household sector. | Higher income households tend to accumulate more wealth.",40,0
"yeah oh yeah and she didn't get around to it very much | True, and she couldn't find time for it.",28,1
uh i've got a uh a Bombay a Turkish Van and a Himalayan Persian | I have a Bombay and a Turkish Van.,27,1
They fed me strings of bird flesh and a moss that grew inside the cave. | They fed me bird flesh and moss.,26,1
This most faithful lieutenant of the Tokugawa clan distinguished himself by planting the cedar forest around the shoguns' mausoleums at Nikko. | The cedar forest was planted by a lieutenant of the Tokugawa.,45,1
They readily ask about seat belts and distribute handouts about various behaviors. | They give out handouts relating to various behaviors.,24,1
is that new | Was that made recently?,10,1
"Petra was largely created in the first to third centuries b.c. by the Nabateans, an Arabic tribe who grew rich from trading with (and extracting protection money from) the great caravans which passed this way. | Petra has been around since the first to third century b.c.",60,1
"(For more on Internet use among different socio-economic groups, see the Commerce Department's Americans in the Information  Falling Through the Net .) | The section had more information about internet usage by different groups.",43,1
It might seem that population density could be used to compare differences in the fixed cost of delivery. | Population density cannot be used to compare difference in delivery costs.,33,0
and i watch the uh actually i watch the morning news before i leave for work and then you know usually over lunch there'll be a big topic of conversation on something from the news | I don't bother watching the morning news before work.,51,0
"Every man, woman, and child in those adobe buildings had reason to be thankful for their skill and cunning the web of protection Rennie's Pima Scouts had woven in this river valley. | The people were very grateful for their skills at building adobe housing that protects them.",57,1
so i don't have any real strong ties with any with with the immigration laws i don't because i don't i don't have any personal feelings about them and i i haven't taken the time or effort to learn what they are | I don't care about the immigration laws and haven't taken the time to learn about them.,75,1
It configured both relatively painlessly. | Both were configured relatively painlessy.,16,1
Be prissy. | They were not prudish and very humble.,15,0
Both are now officially protected. | They are both unprotected.,13,0
"If so, we've got to hunt through the survivors of the Lusitania till we find her. | We should start the search at 6am everyday.",34,0
and uh we can't deep well inject something like that because it's a solid and we mix it with concrete and actually um potash per se and and concrete and then actually put it in the ground | We cannot simply put the mix in the ground.,53,1
"Whether you choose to dine in one of the Macanese, Chinese, traditional Portuguese, or international-style restaurants, you will be treated to a hearty meal at a good price. | No matter which cultural restaurant you choose to eat at, the meals will be good and priced fairly.",58,1
but the same God that can work that miracle also established the laws that said um for certain kinds of sin certain kinds of sins certain kinds of of uh breaking of the law there would be a capital punishment right then it was it was uh almost immediate as soon as as the trial was over then it was stoning we don't have a speedy trial we don't have speedy um punishment and so it kind of loses its meaning if you sit on death row for months and years | The religious laws don't make sense when applied to death row laws.,113,1
"The only undisturbed Royal tomb ever to be found in the Valley of the Kings, it captured the public imagination and fired peoples' desire to visit Egypt. | There was only one tomb that wasn't disturbed.",43,1
For information on all Sound and Light shows Tel. (02) 386 3469; fax (02) 385 2880; web site &lt;www.sound-light.egypt.com&gt;. | You can learn more about Sound and Light shows at www.sound-light.egypt.com.,80,1
"Shut the door, he commanded. | Keep the door open, he ordered.",17,0
"He took it off and hurled it into a corner disgustedly. | When he threw it, it landed in a bin.",26,0
"Although the traditional industry is a great deal smaller than it once was, tourism has taken up the slack; in summer, Kalymnos is busy with vacationing families from several European countries. | Kalymnos is closed to tourists in the summer months.",52,0
At least not until John McCain gives me the go-ahead. | I do not depend on the go-ahead of John McCain.,28,0
"Notwithstanding these concerns, EPA attempted to respond to the Senators' request by mapping in the critical assumptions of the CEF as a range of policies that provide a set of alternative assumptions about the future. | EPA attempted to overthrow the Senator's request",51,0
Understanding the six principles in terms of critical success factors is particularly useful because of characteristics that are shared by principles within the same success factor. | There are six principles of critical success factors for improving organizations.,41,0
"The owner and operator of any facility subject to this title shall be required to install and operate CEMS to monitor the emissions from each affected unit at the facility, and to quality assure the data, for - | CEMS has proved very valuable in enduring units function efficiently.",55,0
We waited in a tense silence.  | The wait was tense.,15,1
The Buddha's birthday is celebrated with flower festivals held throughout Japan. | No one celebrates Buddha's birthday in Japan.,26,0
"It includes a much larger sample size and longer exposure interval, and covers more locations. | We performed a variety of tests to confer that our results were valid.",33,0
never have | Not once,6,1
oh the day like today it's so nice outside you like to get out there and do something uh | On days with nice weather you like to go outside.,34,1
all around these vacant buildings there's a lot of vacant buildings and they're just being demolished | There are lots of vacant buildings. ,30,1
"So now Barnes, too, will retire into citizenship. | Barnes is going to retire in a week.",22,0
Tuppence stared after him. | Tuppence stared after John. ,17,0
you know like i bring her i bought her a blanket and i had this girl hand crocheted her a lap blanket you know because she sits in a wheel chair but she can walk they just sit them in wheel chairs and i told her uh i came up there the following week and it was gone i said where is it she said in the washer i said i tell you what when i come back it better be here because they went to the washer we didn't find it i said you all better find it | I brought a blanket to her in the nursing home.,115,0
Supposing Mr. Brown Julius was there waiting… . | Assuming Mr. Brown Julius was already there...,22,1
"Since the interior of the shrines is off-limits to non-Hindus, you can get a view of the entire temple and the golden roofs by climbing the slippery stairs to the top of the south gopuram. | There is still a way for non-Hindus to view the whole temple.",62,1
"He was thin, with long muscles and a topknot of braided hair running down his back. | He had long hair and big muscles.",29,1
This process would yield an estimate for cases that are funded exclusively with LSC resources. | The process would yield an estimate,25,1
"If you're coming from Kyoto or Osaka, the train or bus connections bring you to the Fujino-miya trail, on the south face. | The Kyoto or Osaka train takes you to the Fujino-miya trail.",47,1
now my children have have sometimes um well they've gone to a few of the concerts and so on of Christian musicians that come for our youth group at our church and um and | My kids have gone to a couple of the Christian concerts at our church.,53,1
"According to the attorneys who appear before her, Zelon succeeds in making everyone in her courtroom at ease. | Zelon makes everyone feel comfortable in court, according to the attorneys she hears. ",40,1
yes since TI has uh uh instituted that um uh walkabout i have gone out and started walking even more bought me the you know the proper proper shoes and everything to get started and uh park out there you know way out there in the boondocks | I bought proper shoes and started walking more since TI instituted that walkabout.,67,1
Five points short. | Something was five points short of what was needed.,16,1
Miraculously the cathedral escaped unharmed from the heavy air raids of World War II. | The cathedral was a sad example of collateral damage during World War II.,32,0
"The Moors suffered a major setback in 1212 at the battle of Navas de Tolosa in northern Andalusia, but they still clung to the kingdom of Granada and were only finally evicted from there in 1492. | The Moors had a setback at Navas de Tolosa where many of their men were killed.",70,0
They think this is some kind of heaven. | They think they're in a good place.,21,1
"The mosque is square in plan, about 58 metres (172 feet) on a side, capped by a dome 271.2 metres (82 feet) in diameter and 47 metres (140 feet) high. | There are no edges, only curves, in the structure of the mosque.",70,0
"At the heart of the peninsula, the huge Taman Negara gives you the most comprehensive view of the country's animals and plants in their wild state. | The Taman Negara is highly populated with animals.",41,0
of the effects uh you know whether it was justified or not i know that they probably felt like we were going in for a good cause i i feel like maybe they felt like we were doing the right thing to try and help maintain the democracy over there and and beat the communism but | They were doing it for the right reasons.,67,1
"She compiles the emails into different messages and distributes them to lawyers in her firm, who volunteer, sometimes via email, to take the cases. | The lawyers in her firm always ignore her emails.",40,0
Advertising mail has experienced high growth rates in all periods. | Advertising mail experienced high growth in all time periods recorded.,24,1
TI says no shorts and no halters you know that's it | Most of TI's employees feel that they should be able to wear shorts. ,33,0
"It's no surprise that the harbor has some of the best seafood restaurants in the Aegean, including several traditional Greek ouzeries. | The harbor has the best seafood restaurants in the Aegean.",40,1
"There's a conservative case for parties, too, articulated by the 18 th century philosopher Edmund Burke. | Edmund Burke was able to make clear a conservative case for parties. ",39,1
"Station VII (Jesus falls again): At the intersection of the Via Doloroseand the market street called Souk Khan ez-Zeit is the spot where, according to traditional belief, Jesus fell under the weight of the crosea second time. | Jesus fell again at Station VII, at the intersection of Via Dolores.",64,1
 Malpractice lawyers profit when hospitals confess error. | Malpractice lawyers make gains when hospitals admit to mistakes.,22,1
"Current payers-in are financing current payers-out, not their own retirements. | Retirement is the only thing payers-in care about financing.",31,0
Table 1: Comparison of Mode of Delivery by Route in France and the U.S. | The table shows how delivery differns between France and the US.,34,1
Somalia technically was not a genocide. | There is technically no genocide occurring in Somalia ,18,1
"I returned, and saw under the sun, that the race is not to the swift, nor the battle to the strong, neither yet bread to the wise, nor yet riches to men of understanding, nor yet favour to men of skill; but time and chance happeneth to them all. | Time and chance may be the core, but there could be other influences.",76,0
uh i really am i mean i'm going i'm going to take the negative side just for a second just to do it | I'm going to be on the positive side.,40,0
"Well, said Tommy, picking up the Daily Mail again, ""DO it. | Well, Tommy said, grabbing the Daily Mail again.",29,1
The main spire is neo-Gothic of the 19th century. | The main spire is from the 19th century and neo-Gothic.,33,1
"Arendt's conception of the public was phrased in quasimilitaristic language almost expressly designed to irritate feminists (it didn't, but only because they had stopped listening). | they had stopped listening.",45,1
"(Of course, to a weasel, the meaning is quite clear.) | To a weasel the meaning is clear because the weasels are adapted to understand such things.",36,0
"Even Yoffe's example of Julie Steele backfires on her. | Unfortunately, Yoffe's example of Steele worked against her.",29,1
"'Fair enough,' Greuze shrugged. | Greuze thought that it was fair. ",19,1
"yeah that's right that's right i know | ""I know that's right and it cannot be changed.""",26,0
But she's also a woman on a mission. | She is determined to finish her task. ,22,1
and we've i had having both of them natural the first one was natural and going natural the second and and it was it's rough but it's not as as bad as i thought it would be | Both pregnancies were delivered naturally and were not as severe as I was expecting,59,1
That golden head with its tossing crown of black forelock; it was slipping back! | That golden head with a black forelock was sliding back!,31,1
if they could. | They would. ,10,1
Studying existing IT capabilities helps define the structure and responsibilities of the new CIO organization. | CIO organizations should study existing IT capabilities to help define the structure and responsibility.,34,1
"I thought so, said Jane thoughtfully. | Jane said that she thought so as well.",19,1
They're staged on summer Sunday afternoons in Palma's large bullring (Placa de Torose | Palma has a large bullring used on Sunday afternoons.,33,1
"It exalts states' rights while ignoring the doctrine's ugly racial legacy, and rants against the federal government while conveniently forgetting Washington's role in salvaging the region's economy with military spending and other aid. | It has serious issues with the federal government.",56,0
oh really oh how exciting  that could it's always | That's interesting. ,20,1
"No matter how hard I try, I feel that I say the wrong thing or something inappropriate. | I feel like I always make people upset when I talk.",33,0
"Felipe II didn't care for El Greco's revolutionary style, and later critics wondered whether his elongated figures were the result of myopia, but his mystical masterpieces live on. | Felipe II was open about his dislike of El Greco's art style.",53,0
"Hardly a minute elapsed, however, before the door opened, and a tall man with a lean hawklike face and a tired manner entered the room. | A tall man entered the room after about a minute.",44,1
"The combination of public library (1st-3rd floors), children's and adult workshops (ground floor), cinemathaque, industrial design center, and music laboratory has made the complex a constant hive of activity. | The complex is constantly abuzz with activity due to the many services offered.",61,1
"Lake's  The Senate's demands for his FBI files, new questions about the CIA's role in the foreign-money scandal, and further unpleasant hearings on top of the pounding he's already taken. | Lake's The Senate demands for his FBI files, but lacks any new questions regarding the role of the CIA in the foreign-money scandal and will drop the case.",80,0
Churches are commonly built on the ruins of Roman baths or pagan temples. | Churches are never built on ruins of other cultures.,27,0
but uh we do a lot of kid watching | We watch the kids a lot.,18,1
uh-huh always bring one huh yeah | Never bring 2.,15,0
He had seen the hilt on the belt of one of the dark riders Jon had killed. | Jon had killed a dark rider with a sword.,30,0
"No matter, Dave Hanson, he said. | No matter, Dave Smith, she said.",20,0
"This should include separating the responsibilities for authorizing transactions, processing and recording them, reviewing the transactions, and handling any related assets. | This should include separating the responsibilities for making it easier for kids to understand",43,0
"When spirituality becomes a selling point, like mother-of-pearl buttons, then religion has entered the realm to which it's supposed to provide a detached alternative. | When spirituality becomes a marketable thing it looses some benefits. ",48,1
She said you told her it was because you had been awakened during the night and didn't go back to sleep.   | You had not spoken to her for awhile.,36,0
"With the increase in unemployment and the gradual decline of the nation's economy, still more are likely to be unable to afford the legal help they need. | The gradual decline in the economy of the nation means that the trend of people being unable to pay for legal help is likely to continue.",60,0
"At lambing time, the frolicking youngsters are enchanting. | The youngsters at play are lovely to behold.",24,1
It was a long time before the Kentuckian was able to separate Shiloh from his ring of new admirers and bring him back to the stable. | Shiloh gained a lot of new admirers because of his victory.,43,0
The Estoril Tennis Club is another excellent center. | The Estoril Tennis Club is garbage. ,23,0
"All the beaches served by public transport have snack bars, beach chairs for hire, and umbrellas and additional amenities to one degree or another. | The beaches with access to public transport have snack bars, beach chairs, and umbrellas.",46,1
"this actually i i'd have to confess i don't really scope out the New Orleans games per say New Orleans just isn't isn't one of the areas i've lived in so many places i've lived in uh | I usually scope out the New Orleans games, since I lived there last year.",67,0
yeah well uh it's kind of hard to uh to know what to do with some of these teams and they're either extremely strong or very very weak and uh nothing much in between | There are many teams.,45,1
"Go to it then, at once, and ring up the Ritz Hotel. | Call up the Ritz Hotel immediately. ",25,1
"Some of the interior has been refurbished in recent years and there is a collection of interesting furniture. | Recently, a refurbishing effort has been done to the interior. ",35,1
it's a smooth running quiet car i i just i don't know why well perhaps the the retooling cost were probably prohibitive to most companies you know | They are not concerned about customers having quiet cars.,45,0
"Then he tried it and asked the manager to do the same. | He never invited the manager to try it, because he wanted it all for himself.",32,0
2 million budget so that just 32 percent came from federal programs. | 32 percent of the 2 million budget came from federal programs.,32,1
It seemed as likely as anything else. | It seemed terribly far-fetched compared to the other options.,22,0
"Tuppence, will you  He indicated the place of honour with a wave of his hand. | He gestured to the place of honour with his hand.",34,1
"Tomorrowland's futuristic world of rocket jets, Star Tours, and Space Mountain (a terrifying roller-coaster ride in the dark) has been enhanced with such new items as the 3-D film Honey, I Shrunk The Audience; a high-speed sled ride called Rocket Rods, and an interactive fountain, Cosmic Waves. | There are no 3D films at Tomorrowland.",80,0
information valuable in itself about how completely a program has been implemented. | A program is only as valuable as the information it contains.,27,1
"um and season really same season to season um uh it changes with the weather you know uh wear light clothing i guess if it's hot out but um | i always wear light clothing, regardless of the season",43,0
'Natalia!' I called. | I called to her.,13,1
The Holy City and the Temple were destroyed. | The Temple was destroyed along with the Holy City.,21,1
"On the way to the village you'll come acrosea camel-station, from where you may wish to take a ride. | There is a place to take a camel ride as we near the village.",44,1
because uh that's i think that's where our real you know the real problem with government is not is not what the not what the government's doing but where it's spending its money it's it's encouraging people to to uh not do as well as they can you know uh not have as much output and all that you're paying people not to work and you're paying people to have more kids and you know like you said you know more kids you have the more dependents you have you know the allowances you get and uh the more you have the more uh aid for dependent childre n you can get and all of these things go into it so | The real problem with the government is where it's spending its money.,155,1
"We had a discussion about what our separate views were, Dudovitz said.  | Dudovitz had good data to back up the points he was making.",34,0
I felt Wilson was sometimes too complacent in seeing human foibles (such as irrational spiritual beliefs) as evolutionarily adaptive. | Wilson didn't speak up about human problems,35,1
"The Commission's Report and Order adopts rule changes to revise its Schedule of Regulatory Fees in order to recover the costs specified by Congress for its enforcement, policy and rulemaking, international activities, and user information services. | The rule change does not allow for any fees to be charged.",58,0
Democrats are matching Republicans big heart for big heart. | Democrats and Republicans have been donating and showing good virtues.,23,0
if you were using and and oh lose your job and everything | If you were using and it led to the loss of your job.,28,1
Doctors often miss these effects. | These effects are often missed by doctors.,16,1
"(As of this writing, the museum is closed for refurbishment, but it is expected to reopen in mid-2000. ) | The museum is now expected to reopen in mid-2000 but the original date was 1999.",55,0
A classical drama festival is held here in May and June. | There is a classical drama festival held here every year in May and June.,29,1
53 Patients with substance abuse disorders may face stigmatization and other potentially serious consequences if screening results are not protected. | Screening results may be freely shared without threat of resulting serious consequences.,38,0
"The post office was virtually destroyed in the fighting but has since been fully restored. | After the fighting, the post office was left in ruins and remains that way.",34,0
