prompt,prompt_len,target
"we never truly come to care about the main characters and whether or not they'll wind up together , and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest .",39,0
"we're left with a story that tries to grab us , only to keep letting go at all the wrong moments .",25,0
"it made me feel unclean , and i'm the guy who liked there's something about mary and both american pie movies . oh , and booty call .",33,0
"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost .",22,0
"a trashy , exploitative , thoroughly unpleasant experience .",12,0
"even with its $50-million us budget , pinocchio never quite achieves the feel of a fanciful motion picture .",25,0
pumpkin wants to have it both ways .,9,0
"the whole damn thing is ripe for the jerry springer crowd . it's all pretty cynical and condescending , too .",25,0
"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '",46,1
the komediant is a tale worth catching .,11,1
"a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic .",30,1
"subversive , meditative , clinical and poetic , the piano teacher is a daring work of genius .",21,1
you'll have more fun setting fire to yourself in the parking lot . you'll be more entertained getting hit by a bus .,28,0
"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .",25,1
"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .",17,0
"gaunt , silver-haired and leonine , [harris] brings a tragic dimension and savage full-bodied wit and cunning to the aging sandeman .",32,1
"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer .",37,1
"a gripping movie , played with performances that are all understated and touching .",15,1
bland but harmless .,5,0
these characters become wearisome .,7,0
unfolds in a series of achronological vignettes whose cumulative effect is chilling .,18,1
"smart , sassy interpretation of the oscar wilde play .",11,1
for all its problems . . . the lady and the duke surprisingly manages never to grow boring . . . which proves that rohmer still has a sense of his audience .,35,1
"the thriller side of this movie is falling flat , as the stalker doesn't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case .",36,0
schneider's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story's continuity and progression .,29,0
"the only question . . . is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering . average , at best , i'm afraid .",38,0
fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,19,1
"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese's best in more than a decade .",37,1
"the film's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",28,1
guilty of the worst sin of attributable to a movie like this : it's not scary in the slightest .,23,0
only two-fifths of a satisfying movie experience .,11,0
"the attempt is courageous , even if the result is wildly uneven .",14,0
"like its bizarre heroine , it irrigates our souls .",12,1
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j . k . rowling's books .",45,1
"béart and berling are both superb , while huppert . . . is magnificent .",19,1
"maid in manhattan might not look so appealing on third or fourth viewing down the road . . . but as a high concept vehicle for two bright stars of the moment who can rise to fans' lofty expectations , the movie passes inspection .",47,1
the problem isn't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball .,52,0
"several of steven soderbergh's earlier films were hailed as the works of an artist . sadly , full frontal plays like the work of a dilettante .",34,0
"although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey",22,1
"what makes the movie work  to an admittedly limited extent  is the commitment of two genuinely engaging performers . weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",53,1
"[sports] admirable energy , full-bodied characterizations and narrative urgency .",16,1
"the entire film is one big excuse to play one lewd scene after another . about half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal .",46,0
"the film delivers not just the full assault of reno's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",36,1
everything was as superficial as the forced new jersey lowbrow accent uma had .,16,0
"pumpkin struts about with "" courage "" pinned to its huckster lapel while a yellow streak a mile wide decorates its back .",27,0
"highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager .",33,1
"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .",23,0
you'll have more fun setting fire to yourself in the parking lot . you'll be more entertained getting hit by a bus .,28,0
demeo is not without talent ; he just needs better material .,14,0
"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .",33,0
"if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest .",22,1
"a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",32,1
"i can't say that i liked homeboy ; it'd be more accurate to say that i found it intriguing , bizarre , dogma-like in spots - and quite truthful , in its way .",42,1
"take away the controversy , and it's not much more watchable than a mexican soap opera .",21,0
forgettable horror -- more gory than psychological -- with a highly satisfying quotient of friday-night excitement and milla power .,23,1
"by the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing .",28,0
"a provocative movie about loss , anger , greed , jealousy , sickness and love .",17,1
"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip .",44,0
"there must be an audience that enjoys the friday series , but i wouldn't be interested in knowing any of them personally .",26,0
"alternately hilarious and sad , aggravating and soulful , scathing and joyous . it's a masterpeice .",24,1
"stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 .",37,1
"an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .",27,1
this flick is about as cool and crowd-pleasing as a documentary can get .,18,1
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,21,1
i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it .,36,0
too simple for its own good .,8,0
"an absurdist comedy about alienation , separation and loss .",12,1
"impostor can't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .",36,0
"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv's defunct cleopatra 2525 .",35,0
"the graphic carnage and re-creation of war-torn croatia is uncomfortably timely , relevant , and sickeningly real .",26,1
"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims .",23,1
much of what we see is horrible but it's also undeniably exceedingly clever .,17,1
it's solid and affecting and exactly as thought-provoking as it should be .,18,1
the film's performances are thrilling .,9,1
"jacquot's rendering of puccini's tale of devotion and double-cross is more than just a filmed opera . in his first stab at the form , jacquot takes a slightly anarchic approach that works only sporadically .",48,0
it's probably not easy to make such a worthless film . . .,16,0
it all drags on so interminably it's like watching a miserable relationship unfold in real time .,21,0
sits uneasily as a horror picture . . . but finds surprising depth in its look at the binds of a small family .,27,1
"more than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology . . .",33,1
sharp edges and a deep vein of sadness run through its otherwise comic narrative .,16,1
"depending upon your reaction to this movie , you may never again be able to look at a red felt sharpie pen without disgust , a thrill , or the giggles .",34,1
"a delightful , if minor , pastry of a movie .",12,1
genuinely touching because it's realistic about all kinds of love .,15,1
"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",35,1
"as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",20,1
"all's well that ends well , and rest assured , the consciousness-raising lessons are cloaked in gross-out gags .",28,0
"while this gentle and affecting melodrama will have luvvies in raptures , it's far too slight and introspective to appeal to anything wider than a niche audience .",34,1
sayles . . . once again strands his superb performers in the same old story .,18,0
huston nails both the glad-handing and the choking sense of hollow despair .,18,1
"it is most of the things costner movies are known for ; it's sanctimonious , self-righteous and so eager to earn our love that you want to slap it .",38,0
"pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance .",21,1
"it will come as no surprise that the movie isn't scary . but here's the real damn : it isn't funny , either .",31,0
a derivative collection of horror and sci-fi cliches .,13,0
easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen .,20,1
"the movie occasionally threatens to become didactic , but it's too grounded in the reality of its characters to go over the edge . a touch of humor or an unexpected plot twist always pulls it back .",41,1
one of those so-so films that could have been much better .,15,0
only in its final surprising shots does rabbit-proof fence find the authority it's looking for .,21,0
"thekids will probably stay amused at the kaleidoscope of big , colorful characters . mom and dad can catch some quality naptime along the way .",30,0
"it's super- violent , super-serious and super-stupid .",16,0
10 minutes into the film you'll be white-knuckled and unable to look away .,22,1
it's fairly solid--not to mention well edited so that it certainly doesn't feel like a film that strays past the two and a half mark .,34,1
a gripping drama .,5,1
the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense .,22,0
"drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .",21,0
very well-written and very well-acted .,11,1
"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .",18,0
"it's a loathsome movie , it really is and it makes absolutely no sense .",19,0
"though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia's true emotions . . . but at the very least , his secret life will leave you thinking .",43,1
it's not as awful as some of the recent hollywood trip tripe . . . but it's far from a groundbreaking endeavor .,29,0
"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv's defunct cleopatra 2525 .",35,0
"if you haven't seen the film lately , you may be surprised at the variety of tones in spielberg's work . much of it is funny , but there are also some startling , surrealistic moments . . .",46,1
falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that aren't funny .,30,0
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .,16,0
fulford-wierzbicki . . . deftly captures the wise-beyond-her-years teen .,23,1
"a plethora of engaging diatribes on the meaning of 'home , ' delivered in grand passion by the members of the various households .",28,1
"an ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",27,0
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line .,27,0
"the twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .",40,0
it just didn't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) .,27,0
"a lack of thesis makes maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",28,0
"the appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet .",33,0
"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise .",32,1
"fear permeates the whole of stortelling , todd solondz' oftentimes funny , yet ultimately cowardly autocritique .",25,0
"imagine a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s .",41,0
"the entire film is one big excuse to play one lewd scene after another . about half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal .",46,0
me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood .,32,1
"the direction , by george hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",29,0
a less-than-thrilling thriller .,11,0
"an amusing , breezily apolitical documentary about life on the campaign trail .",18,1
"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap .",31,0
"if divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances .",29,1
what really surprises about wisegirls is its low-key quality and genuine tenderness .,18,1
"if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .",41,1
a benign but forgettable sci-fi diversion .,11,0
"rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .",32,1
"brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism .",42,0
"why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one .",31,0
a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .,41,1
"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",30,1
"henry bean's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect",21,1
"morrissette has performed a difficult task indeed - he's taken one of the world's most fascinating stories and made it dull , lifeless , and irritating .",33,0
"sweet home alabama isn't going to win any academy awards , but this date-night diversion will definitely win some hearts .",27,1
funny but perilously slight .,7,1
lame sweet home leaves no southern stereotype unturned .,11,0
a party-hearty teen flick that scalds like acid .,14,1
a well-made thriller with a certain level of intelligence and non-reactionary morality .,19,1
"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . .",52,1
the journey toward redemption feels more like a cinematic experiment than a full-blown movie .,18,0
"a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",22,0
this remake gets all there is to get out of a peculiar premise with promise : al pacino loathing robin williams .,25,1
oddly compelling .,5,1
"clockstoppers is one of those crazy , mixed-up films that doesn't know what it wants to be when it grows up .",29,0
the pivotal narrative point is so ripe the film can't help but go soft and stinky .,21,0
grating and tedious .,6,0
. . . the sum of the parts equals largely a confused mediocrity .,15,0
you're better off staying home and watching the x-files .,15,0
"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",35,1
it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,22,0
"a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one's actions .",25,1
the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,27,1
"as expected , sayles' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .",31,1
"takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker .",25,0
"below may not mark mr . twohy's emergence into the mainstream , but his promise remains undiminished .",24,1
richly entertaining and suggestive of any number of metaphorical readings .,13,1
"what a concept , what an idea , what a thrill ride . this is a more fascinating look at the future than "" bladerunner "" and one of the most high-concept sci fi adventures attempted for the screen .",45,1
"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation .",46,1
what was once original has been co-opted so frequently that it now seems pedestrian .,18,0
". . . there's a choppy , surface-effect feeling to the whole enterprise .",20,0
"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer .",18,0
"without resorting to hyperbole , i can state that kissing jessica stein may be the best same-sex romance i have seen .",26,1
"bluer than the atlantic and more biologically detailed than an autopsy , the movie . . . is , also , frequently hilarious .",26,1
if you're a fan of the series you'll love it and probably want to see it twice . i will be .,27,1
"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",24,1
"no worse a film than breaking out , and breaking out was utterly charming .",16,1
to show these characters in the act and give them no feelings of remorse -- and to cut repeatedly to the flashback of the original rape -- is overkill to the highest degree .,35,0
". . . plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .",36,0
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,29,1
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide .",35,0
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .,40,1
"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",31,1
i admired this work a lot .,8,1
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,24,0
"while insomnia is in many ways a conventional , even predictable remake , nolan's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth .",35,1
"had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin .",21,0
"i still can't relate to stuart : he's a mouse , for cryin' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough .",44,0
"anemic , pretentious .",6,0
"no , it's not nearly as good as any of its influences .",16,0
"holy mad maniac in a mask , splat-man ! good old-fashioned slash-and-hack is back !",24,1
too sincere to exploit its subjects and too honest to manipulate its audience .,15,1
"contrived , maudlin and cliche-ridden . . . if this sappy script was the best the contest received , those rejected must have been astronomically bad .",35,0
"kinnear doesn't aim for our sympathy , but rather delivers a performance of striking skill and depth .",22,1
"looking aristocratic , luminous yet careworn in jane hamilton's exemplary costumes , rampling gives a performance that could not be improved upon .",28,1
has a lot of the virtues of eastwood at his best .,14,1
. . . a well-observed and disturbing little movie,12,1
"this toothless dog , already on cable , loses all bite on the big screen .",18,0
the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture,28,0
". . . the story , like ravel's bolero , builds to a crescendo that encompasses many more paths than we started with .",29,1
highly uneven and inconsistent . . . margarita happy hour kinda resembles the el cheapo margaritas served within .,22,0
"let's hope -- shall we ? -- that the 'true story' by which all the queen's men is allegedly "" inspired "" was a lot funnier and more deftly enacted than what's been cobbled together onscreen .",48,0
leguizamo and jones are both excellent and the rest of the cast is uniformly superb .,20,1
"even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch .",38,1
"the son of the bride's humour is born out of an engaging storyline , which also isn't embarrassed to make you reach for the tissues . this movie is to be cherished .",38,1
not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters .,29,1
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise .,18,0
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .",22,1
playing a role of almost bergmanesque intensity . . . bisset is both convincing and radiant .,21,1
"effective in all its aspects , margarita happy hour represents an auspicious feature debut for chaiken .",19,1
nights feels more like a quickie tv special than a feature film . . . it's not even a tv special you'd bother watching past the second commercial break .,36,0
van wilder brings a whole new meaning to the phrase 'comedy gag . ' at least one scene is so disgusting that viewers may be hard pressed to retain their lunch .,34,0
australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .,35,1
although commentary on nachtwey is provided . . . it's the image that really tells the tale .,22,1
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .",38,0
"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale .",33,1
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest .",36,0
a minor film with major pleasures from portuguese master manoel de oliviera . . .,19,1
rice never clearly defines his characters or gives us a reason to care about them .,17,0
"scene-by-scene , things happen , but you'd be hard-pressed to say what or why .",24,0
"hey everybody , wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ? i didn't think so .",34,0
"death to smoochy is often very funny , but what's even more remarkable is the integrity of devito's misanthropic vision .",30,1
"a witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",24,1
"la cinta comienza intentando ser un drama , rápidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",25,0
"my reaction in a word : disappointment . his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .",31,0
nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,25,0
confessions is without a doubt a memorable directorial debut from king hunk .,17,1
"what makes the movie work  to an admittedly limited extent  is the commitment of two genuinely engaging performers . weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",53,1
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",30,1
"barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .",37,0
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",29,0
a ponderous meditation on love that feels significantly longer than its relatively scant 97 minutes .,20,0
"in its chicken heart , crush goes to absurd lengths to duck the very issues it raises .",19,0
wins my vote for 'the 2002 enemy of cinema' award .,18,0
the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work .,29,1
"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding .",41,1
"merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women's expense .",40,0
"with an unusual protagonist ( a kilt-wearing jackson ) and subject matter , the improbable "" formula 51 "" is somewhat entertaining , but it could have been much stronger .",37,0
a pure participatory event that malnourished intellectuals will gulp down in a frenzy .,16,1
"a smart , sweet and playful romantic comedy .",10,1
one of those strained caper movies that's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,29,0
"occasionally funny , always very colorful and enjoyably overblown in the traditional almodóvar style .",22,1
"there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",36,0
what could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey .,23,1
"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing .",25,1
"stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",27,0
abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,31,0
"if cinema had been around to capture the chaos of france in the 1790's , one imagines the result would look like something like this .",33,1
"sad nonsense , this . but not without cheesy fun factor .",13,0
"never having seen the first two films in the series , i can't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",51,0
"contrived as this may sound , mr . rose's updating works surprisingly well .",18,1
"you don't need to know your ice-t's from your cool-j's to realize that as far as these shootings are concerned , something is rotten in the state of california .",41,1
. . . a bland murder-on-campus yawner .,14,0
windtalkers celebrates the human spirit and packs an emotional wallop .,16,1
sandra bullock's best dramatic performance to date ( is ) almost enough to lift ( this ) thrill-kill cat-and-mouser . . . above its paint-by-numbers plot .,43,0
"rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation .",18,0
. . . understands that a generation defines its music as much as the music defines a generation .,20,1
the piquant story needs more dramatic meat on its bones .,13,0
"just consider what new best friend does not have , beginning with the minor omission of a screenplay .",20,0
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,18,1
[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .,26,1
"from the opening strains of the average white band's "" pick up the pieces "" , you can feel the love .",25,1
"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , 'what's the point ? '",30,0
"captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .",32,1
"maneuvers skillfully through the plot's hot brine -- until it's undone by the sogginess of its contemporary characters , and actors .",31,1
"utterly lacking in charm , wit and invention , roberto benigni's pinocchio is an astonishingly bad film .",25,0
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors .",40,1
there's lots of cool stuff packed into espn's ultimate x .,17,1
incoherence reigns .,5,0
it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .,32,1
"while parker and co-writer catherine di napoli are faithful to melville's plotline , they and a fully engaged supporting cast . . . have made the old boy's characters more quick-witted than any english lit major would have thought possible .",54,1
"murderous maids has a lot going for it , not least the brilliant performances by testud . . . and parmentier .",27,1
strange and beautiful film .,6,1
"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese's best in more than a decade .",37,1
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",39,1
the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did .,26,1
this ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .,23,0
"city by the sea is the cinematic equivalent of defensive driving : it's careful , conscientious and makes no major mistakes . but what saves lives on the freeway does not necessarily make for persuasive viewing .",40,0
"to the degree that ivans xtc . works , it's thanks to huston's revelatory performance .",25,1
robin williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,18,0
the 50-something lovebirds are too immature and unappealing to care about .,20,0
blanchett's performance confirms her power once again .,12,1
scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,25,0
"a welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",27,1
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines .,18,0
"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .",21,0
"be patient with the lovely hush ! and your reward will be a thoughtful , emotional movie experience .",20,1
"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .",45,1
"deadly dull , pointless meditation on losers in a gone-to-seed hotel .",18,0
a diverse and astonishingly articulate cast of palestinian and israeli children .,16,1
"if "" lilo & stitch "" isn't the most edgy piece of disney animation to hit the silver screen , then this first film to use a watercolor background since "" dumbo "" certainly ranks as the most original in years .",47,1
what the director can&#8217 ; t do is make either of val kilmer&#8217 ; s two personas interesting or worth caring about .,35,0
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .",35,1
[allen] manages to breathe life into this somewhat tired premise .,14,1
"cold , sterile and lacking any color or warmth .",11,0
"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a",68,0
it's as close as we'll ever come to looking through a photographer's viewfinder as he works .,25,1
the picture is a primer on what happens when lack of know-how mixes with lack of give-a-damn .,25,0
