prompt,prompt_len,target
"I clapped her shoulder to show I was not laughing at her.
When did they clap her shoulder?
four minutes ago",26,yes
"Although disruption efforts around the world had achieved some successes, the core of  Bin Laden's organization remained intact.
What time of day did the organization have a meeting?
3:00 PM",42,yes
"The bear looked up at the girl and it was almost as if he was smiling at her.
How long did the bear smile at the girl?
15 minutes",35,no
"After dinner, he went to look for Max one last time before he had to take a bath and go to bed.
When did he go to bed?
3:00 AM",39,no
"To both the girl and the dog's surprise, there was a small brown bear resting in the bushes.
How often does the bear rest?
once a night",35,yes
"Her mommy took her to the dog pound so that she could choose one that she wanted.
What did they do after she chose the dog that she wanted?
they went home",37,yes
"It's just this hard when I try to answer the question: Why do older Oklahomans need lawyers?
How often do Oklahomans need lawyers?
just once",37,yes
"They also argued that Hall's litigious style hampered their ability to garner funds from Congress.
What time did Hall leave his position for good?
5:00 PM",37,yes
"When everything was ready, she removed the seedlings from their trays and planted them in her garden.
At what time of the day did she start getting everything ready?
8:00 AM",40,yes
"Mama kept her mink jacket, a family hand-me-down, safe from time in a stopbox, and lent the capturador to my uncle for his stamp collection.
How often does Mama put the jacket in the stopbox?
once a century",53,no
"After dinner, he went to look for Max one last time before he had to take a bath and go to bed.
When did he go to bed?
5:00 PM",39,no
"Several tenants blame other neighbors as perpetrators of the rift, however.
What will the tenants do as a result of the rift?
not speak to each other",33,yes
"They are able to study the DNA of the organism that no longer lives on Earth.
When did they begin studying the DNA?
50 years ago",32,yes
"Islam later emerged as the majority religion during the centuries of Ottoman rule, though a significant Christian minority remained.
What day did Islam emerge as the majority religion?
7th month",37,no
"He also had very short legs, but really big paws.
How long did it take him to grow his big paws?
21 months",30,yes
"There was even a tiny room in the back of one of the closets.
What happened after the room was discovered?
the room was used",30,yes
"She ordered the tastiest kind of each vegetable and the prettiest kind of each flower.
How long did she take to decide on what to order?
almost 180 minutes",38,no
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.
When did Brewer talk?
6:00 AM",43,no
"At the end of the two weeks he came downstairs with two sheets of paper bearing his theory.
What happened after he talked about his theory?
he got promoted to head of the department",39,yes
"Sometimes Joey gets a little dried out so Marsha's mom told her to soak him in water every few days.
How long does Joey need to soak in water?
15 minutes",39,yes
"It's just this hard when I try to answer the question: Why do older Oklahomans need lawyers?
How often do Oklahomans need lawyers?
once a year",38,yes
"Another way is when an animal or plant is brought to an area where it does not belong.
How long does it take for a plant to overtake a non-native area?
5 minute",40,no
"Over 200 Arawak sites have been identified, and it is said that when the Spanish arrived in Jamaica there were approximately 100,000 Arawak living on the island.
How long did it take for the Spanish to reach Jamaica?
2 months",60,yes
"During this incident , Seki does n't realize he's being watched by Number 13 , but as soon as he does , Number 13 kills him .
At what time of day was Seki killed?
one minute ago",52,no
"It refers to a woman who is dangerously attractive, and lures men to their downfall with her sexual attractiveness.
How often were men lured?
every month",32,yes
"Her mommy took her to the dog pound so that she could choose one that she wanted.
How often do they visit the dog pound?
once in five seconds",34,no
"Search ""Emiliano Malaquez"" and you'll find he's a master of the ""captured moment"" school of sculpture.
What does Emiliano Malaquez do after he finishes a sculpture?
place it in a gallery",48,yes
"But Judge Thornton declared in court, ""When these orders are entered, you don't just do whatever you damn well please and ignore them.""
When did court start?
7:00 AM",42,yes
"During this incident , Seki does n't realize he's being watched by Number 13 , but as soon as he does , Number 13 kills him .
At what time of day was Seki killed?
8:00 PM",54,yes
"The 9/11 plotters eventually spent somewhere between $400,000 and $500,000 to plan and conduct their attack.
How often did the 9/11 attack occur?
just once",53,yes
"The 300-millimeter silicon wafers -- about the size of a standard pizza -- are shuttled around the facility in enclosed plastic pods, which ride on overhead tracks.
At what time do the wafers get placed on tracks?
about 3 am",54,no
"Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.
How long did it take for Mr Barco to accept military aid?
several centuries",42,no
"Like all energy, gravitational potential energy has the ability to do work.
How often does the gravitational potential energy work
it never works",28,no
"Lennon accuses his father of leaving him again , and then leaves , after telling his father that he wo n't live with him anymore .
What did Lennon do after he left?
found a new apartment",44,yes
"They also argued that Hall's litigious style hampered their ability to garner funds from Congress.
How often are funds garnered from Congress?
frequently.",32,yes
"An indictment filed in the case detailed interactions between group members as they swapped and commented on images.
What happened after the group members interacted?
a crime was committed involving the swapped comments and images",40,yes
"A plant uses a lot of energy to produce nectar.
What time of day does the plant produce nectar?
1 p.m",28,yes
"The side of Malaquez's parcel gave way to reveal a greenmunk caught in a sheen of solid air.
How long was the greenmunk visible?
a century",36,no
"He would splash and play until he was ready to go back home, where he would sleep for hours, having worn himself out playing.
How often did he go out to play and splash?
once a week",44,yes
"Billy reached down and blew on the hot oatmeal, to cool it down for Tumble to eat.
For how long did Billy blow on the hot oatmeal?
30 minutes",36,no
"The two suicide operatives chosen were Hassan al Khamri and Ibrahim al Thawar, also known as Nibras.
How long did it take to chose the operatives?
9 week",38,yes
"These specific animals might be more likely to visit only flowers of the same species.
What time of day do they collect pollen
5:00 AM",32,no
"He would splash and play until he was ready to go back home, where he would sleep for hours, having worn himself out playing.
What time did he start playing?
10:00 AM",43,yes
"Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor.
What time did Joe and his father ride in the field?
10:00 AM",45,yes
"Not that he devised flint and steel, matches, or any other way of creating fire.
How often does he light fires?
in summer",30,no
"He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own nuclear weapons research.
How often did people write to President Roosevelt?
every day",52,yes
"Another unit was added on to the communal dwelling each time a marriage created a new family.
When does construction on the new unit take place?
following month",33,yes
"He tried and tried to please every person who came to the store, but they all picked smaller puppies.
How often do people come to the store ?
daily",34,yes
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.
How long was Brewer talking?
9 days",41,no
"Max and Joey would often run through fields in a game of chase.
How often do Max and Joey run?
once every 10 minutes",31,no
"Another way is when an animal or plant is brought to an area where it does not belong.
How long does it take for a plant to overtake a non-native area?
3 year",40,yes
"Mohamed Atta was born on September 1, 1968, in Kafr el Sheikh, Egypt, to a middle-class family headed by his father, an attorney.
How many cases a month does his father work on?
200",54,no
"In one of the paintings, a character has been cut out and is instead sitting on the painting's frame, perhaps taking a break from posing?
When did the artist finish the painting?
in the last 2.5 minutes",49,no
"At least some FAA officials in Boston Center and the New England Region knew that a hijacker on board American 11 had said ""we have some planes.""
How often are planes hijacked?
once a hour",45,no
"He jumped into the pond and started swimming toward the ducks, chasing around his new playmates.
What happened after he left the pond?
his mother suffered the same fate",36,no
"Other times, they play a game with Quack where they wave at Quack and laugh.
When do they play games?
4:00 PM",33,yes
"Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor.
What did Joe and his father do after riding in the field?
they worked",42,yes
"The resolution creating the new intelligence committee structure should grant subpoena authority to the committee or committees.
How long does it take to grant a subpoena?
it can take 1 year to grant a subpoena",41,no
"Pompey, Julius Caesar and Augustus all visited the tomb in Alexandria, where Augustus, allegedly, accidentally knocked the nose off.
How long did it take to visit the tomb?
3 week",40,yes
"In January 1785, Hamilton attended the second meeting of the New York Manumission Society (NYMS).
How long did the meeting last?
15 seconds",38,no
"Pushkin gradually became committed to social reform and emerged as a spokesman for literary radicals.
How long did it take for Pushkin to commit to social reform?
several seconds",35,no
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.
When did Brewer talk?
he said it 's certainly not too low",47,no
"The 300-millimeter silicon wafers -- about the size of a standard pizza -- are shuttled around the facility in enclosed plastic pods, which ride on overhead tracks.
At what time do the wafers get placed on tracks?
about 12 am",55,no
"The award was named after the chief justice of the Indiana Supreme Court to honor his statewide vision on justice.
How often was an award named after the chief justice?
a new award comes out every hour",42,no
"Although disruption efforts around the world had achieved some successes, the core of  Bin Laden's organization remained intact.
What will happen next?
you beat everyone around the world",37,no
"By the time the spelling bee arrived Ana and her best friend were sure she would win.
How often is the spelling bee held?
every minute",31,no
"This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become standard.
How long did it take to become standard?
about a hour",38,no
"Horton has argued from this that he would be comfortable with a multiracial society, and that this distinguished him from his contemporaries.
For how long has Horton used multiracial society as a personal differentiator?
2 seconds",46,no
"Carl Laemmle, head of Universal Studios, gave Einstein a tour of his studio and introduced him to Chaplin.
How often does Carl give tours?
5 times a minute",37,no
"A plant uses a lot of energy to produce nectar.
What happens after the nectar is produced?
the nectar dries up",26,no
"Her mommy took her to the dog pound so that she could choose one that she wanted.
How often do they visit the dog pound?
three times a century",34,no
"At this early stage in its history Japan was already (for the most part) only nominally ruled by the emperor.
What time of day does the emperor most likely wake up?
6:00 PM",43,no
"He layed down on the chair and pawed at her as she ran in a circle under it.
How long did he paw at her?
1 minute",34,yes
"Cathy Wallace did not always know what she wanted to be when she grew up.
How long did it take Cathy Wallace to grow up?
2 hours",32,no
"Chernow notes how the membership soon included many of Hamilton's friends and associates.
How long did it take the membership to include Hamilton's friends and associates?
it only took a few months",42,yes
"The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are.
How often do people conceal who they truly are?
every fourth day",40,no
"Max seemed to be happy to have his human by his side as well as a new doggy friend.
How much time does Max like to spend with his human?
never",36,no
"The music , in a garage punk vein , plays an important role in the film .
How often does the music play in the film?
four times",32,yes
"In this case he looks to his girlfriend , Violet .
What happened after he looked at Violet?
she looked back at him",27,yes
"When she went to a courthouse to file a complaint against her landlord, she found the process so confusing that she gave up and went home.
How long was she at the courthouse?
3 hours",41,yes
"Then they laid down on some towels and enjoyed the sun.
What did  they do after enjoying the sun?
got sunburn",27,yes
"The exhibition's range, while very varied, remained true to Banksy form with his usual unconventional take on art.
What happened after the exhibition opened?
the public and critics filed in",40,yes
"Not that he devised flint and steel, matches, or any other way of creating fire.
How long does it take him to build a fire?
7 minutes",34,yes
"They are able to study the DNA of the organism that no longer lives on Earth.
How often do they study the DNA of extinct organisms?
once per year",34,yes
"She ordered the tastiest kind of each vegetable and the prettiest kind of each flower.
How often does she order vegetables and flowers?
once a week",32,yes
"Bailey received the award for his three years of volunteer work at Indiana Pro Bono Commission.
How often does Bailey receive awards?
twice a night",30,no
"Yonggary is then sent to the city and does some damage , where some jets attack him .
What time did the jets attack Yonggary?
4:00 PM",36,yes
"In January 1785, Hamilton attended the second meeting of the New York Manumission Society (NYMS).
How often is the meeting of NYMS held?
the meetings of nyms is held once a year",48,yes
"His son and successor, Caracalla, a great admirer, visited the tomb during his own reign.
How long did he visit the tomb?
for a few months",36,no
"Several tenants blame other neighbors as perpetrators of the rift, however.
How often do the tenants have issues with other people?
every few weeks",30,yes
"Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.
How many times a week did Wallace go to school?
5 times",47,yes
"Chernow notes how the membership soon included many of Hamilton's friends and associates.
How often do Hamilton's friends use their membership?
every week",33,yes
"In this case he looks to his girlfriend , Violet .
When did he look at Violet?
about an hour ago",25,yes
"Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor.
What time did Joe and his father ride in the field?
3:00 PM",44,yes
"It's just this hard when I try to answer the question: Why do older Oklahomans need lawyers?
How often do Oklahomans need lawyers?
one a year",38,yes
"The resolution creating the new intelligence committee structure should grant subpoena authority to the committee or committees.
When will the subpoena be granted?
the subpoena will be granted after the committee is granted authority to grant subpoenas",43,yes
"Still , Preetam vows to marry Nandini if she meets him again .
What happened before they met?
they were seeing different people",29,yes
"Then they laid down on some towels and enjoyed the sun.
At what time did they lay down on the towels?
afternoon",27,yes
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.
How often does Brewer talk about the legal system marketplace?
about once a week at meetings",50,yes
"But while Ahmadinejad's mercurial rants captured our media's attention, back in Iran a coordinated strategy against the women's movement continued.
How often does Ahmadinejad rant on television?
five times a minute",48,no
"The 9/11 plotters eventually spent somewhere between $400,000 and $500,000 to plan and conduct their attack.
What happened after the 9/11 plotters planned the attack?
they changed their minds about committing to the attack after planning it",66,no
"Usually when they play the game, Billy answers the telephone in a loud voice, and Sally answers the telephone in a quiet voice.
After playing the game, what do they do?
eat dinner",41,yes
"They also operate a legal arm that assists migrant workers from Texas to Kentucky.
What happens after the migrant workers get to Kentucky?
they try to reason from them",34,no
"Max seemed to be happy to have his human by his side as well as a new doggy friend.
How much time does Max like to spend with his human?
as much time as possible",40,yes
"Her mommy took her to the dog pound so that she could choose one that she wanted.
How long did it take for them to reach the dog pound?
30 days",37,no
"There was even a tiny room in the back of one of the closets.
How often was the room utilized?
once a night",28,yes
"He would splash and play until he was ready to go back home, where he would sleep for hours, having worn himself out playing.
What time did he start playing?
a month ago",40,no
"A levee is a raised strip of sediments deposited close to the waters edge.
When was there a sediment deposit
last second",26,no
"When everything was ready, she removed the seedlings from their trays and planted them in her garden.
At what time of the day did she start getting everything ready?
10:00 AM",41,yes
"Islam later emerged as the majority religion during the centuries of Ottoman rule, though a significant Christian minority remained.
How long has a significant Christian minority remained?
a billion weeks",36,no
"Farragut convinces the ad men to make the motorcycle journey on the pretext of looking for a location to shoot a commercial .
How often will they make the journey?
on monday",38,no
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.
How often does Brewer talk about the legal system marketplace?
every century",46,no
"Other times, they play a game with Quack where they wave at Quack and laugh.
How long do they play everyday?
two hours a century",33,no
"Over 200 Arawak sites have been identified, and it is said that when the Spanish arrived in Jamaica there were approximately 100,000 Arawak living on the island.
How many times a year did the Spanish visit Jamaica?
once every year",60,yes
"At this early stage in its history Japan was already (for the most part) only nominally ruled by the emperor.
How long did the Emperor rule Japan?
10 years",37,yes
"Usually when they play the game, Billy answers the telephone in a loud voice, and Sally answers the telephone in a quiet voice.
How long does the game last?
we face the tough answers",41,no
"She explained that Frank 's father was an alcoholic and that his mother worked as a toll booth operator .
How long has Frank's father been an alcoholic?
6 days",37,no
"He argued that the importance of the French Revolution was to continue the process of modernizing and centralizing the French state which had begun under King Louis XIV.
When did the French Revolution begin?
the french revolutioin started in 1790",53,yes
"The music , in a garage punk vein , plays an important role in the film .
When does the music start playing in the film?
a few minutes in",34,yes
"Search ""Emiliano Malaquez"" and you'll find he's a master of the ""captured moment"" school of sculpture.
When did Emiliano Malaquez finish his sculpture?
the first friday of each month",46,no
"All Muslims-as he defined them-therefore must take up arms in this fight.
How long did it take for Muslims to take up arms?
just a few months",36,yes
"They also argued that Hall's litigious style hampered their ability to garner funds from Congress.
How long was Hall in office?
1 century",31,no
"The resolution creating the new intelligence committee structure should grant subpoena authority to the committee or committees.
How long does it take to grant a subpoena?
it can take 1 second to grant a subpoena",41,no
"Horton has argued from this that he would be comfortable with a multiracial society, and that this distinguished him from his contemporaries.
For how long has Horton used multiracial society as a personal differentiator?
2 years",46,yes
"Although disruption efforts around the world had achieved some successes, the core of  Bin Laden's organization remained intact.
What time of day did the organization have a meeting?
2:00 PM",42,yes
"Tumble would see Billy and walk up to him as fast as a turtle can go.
What time did the turtle see Billy?
4:00 PM",34,yes
"A plant uses a lot of energy to produce nectar.
How long does it take to produce nectar?
1.67 years",28,no
"The angle at which it strikes the surface tells us how it will bounce off.
How many times did she throw the ball at the surface?
she throw the ball at the surface 5 times",41,yes
"She explained that Frank 's father was an alcoholic and that his mother worked as a toll booth operator .
How often does Frank's father drink?
every century",35,no
"Sometimes Joey gets a little dried out so Marsha's mom told her to soak him in water every few days.
How long does Joey need to soak in water?
thirty minutes",38,yes
"In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade.
How often does the coastal trade take place in Melaka?
once every two centuries",62,no
"In January 1785, Hamilton attended the second meeting of the New York Manumission Society (NYMS).
How long did the meeting last?
5 year",37,no
"The music , in a garage punk vein , plays an important role in the film .
How often does the music play in the film?
four times",32,yes
"Mohamed Atta was born on September 1, 1968, in Kafr el Sheikh, Egypt, to a middle-class family headed by his father, an attorney.
How many cases a month does his father work on?
500",54,no
"Her mommy took her to the dog pound so that she could choose one that she wanted.
When did they go to the dog pound ?
during the day",33,yes
"If I cannot carry my groceries or my laundry, how can I live?
What happened after he did the laundry?
he folded it and put it away",33,yes
"Although disruption efforts around the world had achieved some successes, the core of  Bin Laden's organization remained intact.
What will happen next?
the world will give up trying to influence this",40,no
"After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.
When did he get a law degree?
1981",43,yes
"At this early stage in its history Japan was already (for the most part) only nominally ruled by the emperor.
How long did the Emperor rule Japan?
225 years",38,no
"Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza .
What time did the robbery occur?
1:00 PM",35,yes
"Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza .
What time did the robbery occur?
7:00 PM",35,yes
"Chernow notes how the membership soon included many of Hamilton's friends and associates.
How often do Hamilton's friends use their membership?
how many managers retire",35,no
"Max seemed to be happy to have his human by his side as well as a new doggy friend.
How often does Max see his doggy friend?
three times a year",36,no
"An indictment filed in the case detailed interactions between group members as they swapped and commented on images.
What time of day did the group members most likely meet?
in the evening",37,yes
"He would splash and play until he was ready to go back home, where he would sleep for hours, having worn himself out playing.
How long would he splash and play for?
2.5 minutes",43,no
"Chernow notes how the membership soon included many of Hamilton's friends and associates.
How long did it take the membership to include Hamilton's friends and associates?
a few weeks",39,yes
"He argued that the importance of the French Revolution was to continue the process of modernizing and centralizing the French state which had begun under King Louis XIV.
How often does he make this argument?
once a day",45,yes
"After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.
How often are judges elected
every thirty hours",39,no
"The Spanish immediately began subjugating the Arawak population, many of whom died under the yoke of oppression and of diseases carried by the Europeans.
How often did Arawak people die from European diseases?
big financial stocks carried the day",50,no
"W. Mark Goode, president of Micronyx Inc., a Richardson, Texas, firm that makes computer-security products, provided a new definition for Mikhail Gorbachev's campaign for greater openness, known commonly as glasnost.
How often did Goode speak with Gorbachev?
3 times a century",59,no
"In this case he looks to his girlfriend , Violet .
How long did it take him to look at Violet?
it took him for 2 hours",32,no
"He also had very short legs, but really big paws.
How long did it take him to grow his big paws?
a minute",29,no
"The Spanish immediately began subjugating the Arawak population, many of whom died under the yoke of oppression and of diseases carried by the Europeans.
How often did Arawak people die from European diseases?
big financial stocks carried the day",50,no
"In 1930, the poet Muhammad Iqbal proposed a separate Muslim homeland in the northwest of India.
What time of the day was the proposal made?
5:00 PM",40,yes
"In this case he looks to his girlfriend , Violet .
How long did it take him to look at Violet?
it took him for 2 hours",32,no
"They are able to study the DNA of the organism that no longer lives on Earth.
When did they begin studying the DNA?
in the 1st century ad",35,no
"Pompey, Julius Caesar and Augustus all visited the tomb in Alexandria, where Augustus, allegedly, accidentally knocked the nose off.
How long did it take to visit the tomb?
0.5 hour",42,no
"Eventually, the shelter received word that the alleged hijacker 5 miles away had been a medevac helicopter.
How long did it take the shelter to get information?
10 hours",40,yes
"At the same time, the Sudanese regime began to change.
How long did it take for differences to become apparent?
a couple of months",30,yes
"One day, as Mary was picking the blueberries, she turned around to find that Max was not there.
At what time of day was Mary picking blueberries?
about 12 am",39,no
"So really, that's what many of the people are doing now,"" he said.
How long will they be doing that?
many hours",31,yes
"Like all energy, gravitational potential energy has the ability to do work.
How long does it take for gravitational potential energy to do work?
a nanosecond",33,yes
"There was even a tiny room in the back of one of the closets.
What time was the room usually occupied?
2:00 PM",31,yes
"After dinner, he went to look for Max one last time before he had to take a bath and go to bed.
How much time did he spend having dinner?
10 minutes",39,yes
"But he told us that he could not drum up much interest in or money for such a purpose from Washington, partly, he thought, because these countries had dictatorial governments.
What happened after he tried getting money from those countries?
he visited other countries",53,yes
"Not that he devised flint and steel, matches, or any other way of creating fire.
How often does he light fires?
every other month",31,no
"Several tenants blame other neighbors as perpetrators of the rift, however.
How often do the tenants have issues with other people?
every few seconds",30,no
"Pushkin published his first poem at the age of fifteen, and was widely recognized by the literary establishment by the time of his graduation from the Tsarskoye Selo Lyceum.
How long did it take Pushkin to graduate from Tsarskoye Selo Lyceum?
7 hours",58,no
"An indictment filed in the case detailed interactions between group members as they swapped and commented on images.
How long did the group members meet?
for a century",33,no
"After dinner, he went to look for Max one last time before he had to take a bath and go to bed.
When did he go to bed?
10:30 PM",40,yes
"The award was named after the chief justice of the Indiana Supreme Court to honor his statewide vision on justice.
How often was an award named after the chief justice?
one time",37,yes
"It is also a love story , between Ace and Tobio , a trans woman .
When did Ace fall in love with Tobio?
5 minutes ago",33,no
"In 1930, the poet Muhammad Iqbal proposed a separate Muslim homeland in the northwest of India.
What time of the day was the proposal made?
5:00 PM",40,yes
"When she went to a courthouse to file a complaint against her landlord, she found the process so confusing that she gave up and went home.
How often are people confused at the courthouse?
sometimes",41,yes
"Peter wanted to show off his bark, but he was too tired.
What did Peter do next?
he slept",25,yes
"I clapped her shoulder to show I was not laughing at her.
When did they clap her shoulder?
tomorrow",24,no
"Ruling that the order was mutually binding, Judge Thornton also cited the men for contempt.
How often does Judge Thornton issue rulings?
once every 30 years",35,no
"In one of the paintings, a character has been cut out and is instead sitting on the painting's frame, perhaps taking a break from posing?
When did the artist finish the painting?
in the last 15 minutes",48,no
"Mama kept her mink jacket, a family hand-me-down, safe from time in a stopbox, and lent the capturador to my uncle for his stamp collection.
When did Mama put the jacket in the stopbox?
last year",51,yes
"Yonggary is then sent to the city and does some damage , where some jets attack him .
What time did the jets attack Yonggary?
3:00 AM",36,yes
"Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.
How long did it take for Mr Barco to accept military aid?
1 week",42,yes
"The 300-millimeter silicon wafers -- about the size of a standard pizza -- are shuttled around the facility in enclosed plastic pods, which ride on overhead tracks.
At what time do the wafers get placed on tracks?
it spend on the facility",55,no
"Other times, they play a game with Quack where they wave at Quack and laugh.
How often do they play a game with Quack ?
they play about once a year",39,no
"The new factory, which will begin normal production early next year, will employ about 1,000 people.
How often will the factory be employing people?
the factory will be employing people every century beginning next year",47,no
"At the same time, the Sudanese regime began to change.
How long did it take for differences to become apparent?
six centuries",28,no
"In 1930, the poet Muhammad Iqbal proposed a separate Muslim homeland in the northwest of India.
How long did Muhammad Iqbal consider his proposal?
1 month",36,yes
"Mzoudi studied in Dortmund, Bochum, and Muenster before moving to Hamburg in 1995.
How often does Mzoudi travel to other cities?
every minute",40,no
"At the same time, the Sudanese regime began to change.
How long did it take for differences to become apparent?
six minutes",28,no
"The music , in a garage punk vein , plays an important role in the film .
How often does the music play in the film?
three times",32,yes
"His son and successor, Caracalla, a great admirer, visited the tomb during his own reign.
When did he leave for the tomb?
9:00 AM",37,yes
"His son and successor, Caracalla, a great admirer, visited the tomb during his own reign.
When did he leave for the tomb?
his son paid",35,no
"One result was two NSC-led interagency trips to Persian Gulf states in 1999 and 2000.
How long did the trips last?
3 hours",39,no
"Sometimes Joey gets a little dried out so Marsha's mom told her to soak him in water every few days.
How long does Joey need to soak in water?
3 seconds",38,no
"They are able to study the DNA of the organism that no longer lives on Earth.
How often do they study the DNA of extinct organisms?
once a century",34,no
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.
How long was Brewer talking?
0.6 days",43,no
"In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade.
What happened after Islam became popular in the region?
it expanded even further",60,yes
"Cathy Wallace did not always know what she wanted to be when she grew up.
What happened after she grew up?
she got a job",30,yes
"The new factory, which will begin normal production early next year, will employ about 1,000 people.
What happened after factory began production?
they shipped out products to customers",40,yes
"While these laws were met with skepticism and ridicule, they've often become standard practice in other states.
How long have the laws been subject to ridicule?
2 hours",36,no
"If I cannot carry my groceries or my laundry, how can I live?
What happened after he did the laundry?
he threw his laundry in the trash",33,no
