prompt,prompt_len,target
Michael Wegierski,5,1
Jakub Szach,4,0
"Jean I, Lord of Monaco",7,1
"Franz Stadion, Count von Warthausen",9,1
Emperor Huanzong of Western Xia,7,1
Giacinto Andrea Cicognini,8,0
Yang Hu,3,1
Johan IV van Merode,6,0
Amadou Toumani Touré,8,1
Yelü Yali,6,0
Joseph Bergaigne,5,1
Harun al-Rashid,7,1
Mario Bava,4,0
Kasper Doenhoff,6,1
Bernhard Darsow,4,1
Friedrich Freiherr Kress von Kressenstein,10,0
Todor Zhivkov,6,1
At-Ta'i,6,1
Mary I of Hungary,5,1
František Plánička,7,0
Johann Christian Lossius,5,0
Florens-Louis Heidsieck,8,0
Matilda of Andechs,7,0
William I of Périgord,7,0
Thomas Fabri,3,0
John Locke,3,0
Michael Tregury,5,0
石川石足,4,0
Emperor Jingzong of Western Xia,7,1
Pierre des Essarts,5,1
Karl von Miltitz,6,1
"Alexander, Duke of Schleswig-Holstein-Sonderburg",11,0
Constance of Świdnica,7,0
Li Chong,3,1
Gu Yanhui,5,0
Joseph von Radowitz,5,1
Han Hong,3,1
Eduard Oscar Schmidt,5,0
Günther von Schwarzburg,6,1
François Annibal d'Estrées,8,1
Louis Philippe I,4,1
Marie of Champagne,4,0
García Ramírez of Navarre,5,0
Ali az-Zahir,6,0
Philip the Bold,4,1
Zacharias Werner,4,0
Valerie Solanas,4,0
Robert Cecil,3,1
Bertha Krupp,5,0
Sibylla of Armenia,5,0
Hu Shih,3,0
Tommaso II di Savoia,7,0
Consort Dou,4,1
Max Simon,3,1
Nerio II Acciaioli,7,0
Wang Lang,3,1
Andrea da Barberino,5,0
Nicholas of Lyra,4,0
"Arnold, Lord of IJsselstein",9,1
William Penbygull,5,0
Daniel Czepko von Reigersfeld,9,0
Emma P. Carr,5,0
Bolesław II the Generous,7,0
Heribert II.,6,0
Abu Yusuf Yaqub al-Mansur,10,1
Muammar Gaddafi,6,0
Barbara Jagiellon,6,1
Matthias von Liegnitz,6,0
Xu Jingqian,4,1
Dario Fo,3,0
Prince Karl Theodor of Bavaria,6,0
Tingluan Ma,4,1
William Howard Taft,4,1
Zhuge Ke,4,0
Heinrich I. von Bilversheim,8,0
Alessandro Magnasco,5,0
Christian Sgrooten,5,0
Tang Xiujing,5,1
Hans Staal,4,1
Hugh of Die,4,0
August Macke,4,0
Jacques de Brimeu,5,0
Frédéric-César de La Harpe,8,1
"Robert Spencer, 1st Baron Spencer of Wormleighton",13,1
Harry S. Truman,5,1
Hans Frank,3,1
Balthasar Walther,5,0
Adriaan van der Stel,7,1
Idesbald,4,0
William the Lion,4,1
Jan Janszoon,4,0
Helmut Knochen,3,0
Li Peng,3,1
He Jin,3,1
Liu Xiufan,5,1
Pepin of Herstal,6,1
Johannes Praetorius,5,0
Emperor Fei of Western Wei,6,1
Otto Bauer,3,1
Antonio Pérez,3,1
Felix von Hartmann,4,1
René-Prosper Tassin,7,0
Zhang Da'an,5,0
Henry I of England,5,0
Hans Von Waltheym,6,0
Engelbert Dollfuss,5,1
Adolf van der Mark,5,0
Johannes Schlitpacher,6,0
Lu Wan,3,1
"Edward Russell, 1st Earl of Orford",11,1
Andreas Winckler,5,0
Muhammad Al-Sabah,5,1
William Dunbar,3,0
Mary of Hungary,4,0
"Francis Russell, 7th Duke of Bedford",10,1
Erdmann Neumeister,6,0
John of Hesse-Braubach,8,0
Grace Raymond Hebard,5,0
Gherardo Appiani,6,1
Otto von Lossow,5,0
Yi Chong-jun,5,0
Chao Cuo,4,1
Jean Bilhères de Lagraulas,9,1
Ibrahim al-Nakhai,6,0
Lala Kara Mustafa Pasha,6,1
Roman Herzog,3,1
Friedrich von Zollern,5,0
独孤怀恩,5,1
Henry II,3,1
Albert von Oer,5,0
Seo Hui,3,1
"Peregrine Osborne, 2nd Duke of Leeds",11,1
"Thomas Boleyn, 1st Earl of Wiltshire",11,1
Bartholomäus Wagner,6,0
Gerrit Potter van der Loo,7,0
Filippo Arcelli,5,0
Chu Bao,3,1
Oliver Sutton,3,0
Maio I. Orsini,7,0
Viola of Teschen,5,1
Maredudd ab Owain ab Edwin,9,0
Sophia I,3,0
Louis II of Chalon-Arlay,9,1
"Simon IV, Lord of Lippe",8,0
Hendrik III van Gemen,7,0
Emperor Ming of Southern Qi,6,1
Friedrich Accum,3,0
Adrien Maurice de Noailles,6,1
Rotrude,3,1
John of Austria the Younger,6,1
Eudes Rigaud,5,1
Giordano Bruno,4,0
Yao Yi,3,1
Saint Moura,3,0
Jan Lubrański,5,1
Jordan II of Capua,6,1
Bernhard von Kraiburg,5,0
"Marie of Prussia, Margravine of Brandenburg-Bayreuth",13,0
Caroline Augusta of Bavaria,5,1
Goswin von Orsoy,6,0
Jan van de Velde the Elder,8,0
Christophe Keckeis,5,0
Henryk Stroband,5,1
Johann Bock,3,0
高正 (遼朝),7,1
Peter Raymundi,5,0
Phillippe de Longvilliers de Poincy,10,0
Benedicta Henrietta of the Palatinate,10,0
Heinz Zemanek,5,0
Constantine III of Scotland,6,1
Berthold of Chiemsee,7,0
"Ulrich IV, Count of Württemberg",8,0
Edmund Hillary,3,1
Johann II. von Elben,7,0
Nicolò Guarco,6,1
Abdallah ibn Al-Aftas,9,1
Giovanni Girolamo Saccheri,5,0
Gustav III of Sweden,5,1
Karl Hanke,4,1
Haakon V of Norway,6,1
Constantius of Perugia,6,0
Mithridates V of Parthia,8,1
Jean de Chelles,5,0
"Louis II of Lorraine, cardinal of Guise",10,0
Zhang Yi,3,1
"Francis Russell, 9th Duke of Bedford",10,1
He Hongjing,4,1
Reginald Pole,4,1
Hennig Brand,5,0
Johann Abraham Ihle,5,0
Jia Lu,3,1
Friedrich Ludwig Weidig,5,0
"Albert Anton, Prince of Schwarzburg-Rudolstadt",11,1
Krishna II,3,1
Alfred Malherbe,4,0
Günther von Schwarzburg,6,1
Kim Si-seup,6,0
Eustace,4,1
Larissa,3,0
Erich Loewenhardt,5,0
Qian Hongzun,5,1
Robert Persons,3,0
Dan II of Wallachia,6,1
Aminah,3,0
Agostino Tassi,5,0
Guigues VII of Viennois,8,0
Empress Lü Zhi,5,1
Julie von Voss,4,0
Filippo Beroaldo der Jüngere,9,0
Johann Albrecht Bengel,5,0
Reginald of Orleans,5,0
Amalia Pachelbel,6,0
Al-Mahdi Muhammad bin al-Mutahhar,12,0
Sigmund von Pappenheim,7,0
Adolf Merckle,4,0
Zichan,3,1
Maria Leopoldine of Austria,6,1
Wang Gui,3,0
Josef Blösche,5,1
Maurizio di Catania,5,0
Guy of Namur,4,1
Fulgencio Batista,5,1
James III of Majorca,6,1
Georg Ernst Ludwig Hampe,6,0
"Amadeus, Prince of Achaea",8,1
Bartolomeo Gradenigo,7,1
"Armand de Gontaut, baron de Biron",11,1
Ivan Pnin,4,0
Peter Lombard,3,0
"Richard Woodville, 1st Earl Rivers",10,1
Agnes of Babenberg (1205-1226),16,0
"Gunning Bedford, Jr.",7,1
Girolamo Fiocchi,6,0
Friedrich Accum,3,0
Sid Vicious,4,0
Jon Haraldsson,4,1
Sebastian Bodinus,4,0
Richard de Exeter,4,0
Theodora Komnene Angelina,6,0
Gao Chen,3,1
Shi Tianzhe,4,1
Johann Jacob Cramer,4,0
Antonio Foscarini,5,1
"Albert I, Duke of Bavaria",7,1
Charles William of Nassau-Usingen,8,1
Quentin Varin,4,0
Agnes of Saxe-Wittenberg,7,0
Karl Staaff,4,1
Konrad von Landau,4,0
Otto Jespersen,5,0
Ernst Röhm,4,1
Elsie Eaves,5,0
Étienne La Font de Saint-Yenne,9,0
Hendrik III van Wisch,7,0
Charles Alten,3,1
Lothar Rendulic,6,1
Þorgils Hölluson,7,1
Johannes Hoen,4,0
Sima Chong,4,1
Stanisław Antoni Szczuka,6,1
Carl von Hock,4,1
Andrew White,3,0
Luigi Vanvitelli,5,0
Leopold II. von Egloffstein,8,1
"Henry, Margrave of Hachberg-Sausenberg",12,0
Barbara Edelpöck,6,1
Adelheid Popp,4,1
Kyriaki,4,0
"William Zouche, 1st Lord Zouche",11,1
Edward Misselden,5,0
August Pott,3,0
John Mendham,4,1
Saint Placidus,5,0
Alexander of Pherae,6,1
Zhang Yang,3,1
Govinda III,4,1
"George I, Duke of Pomerania",8,0
Magda Goebbels,6,1
Kaributas,4,0
Ichijō Sanetsune,7,1
C. V. Raman,6,0
Sun Shao,3,0
Guigues I of Albon,8,0
"Philip II, Landgrave of Hesse-Rheinfels",12,0
Łukasz Opaliński,6,0
Arima Toyouji,6,0
Lambert of Chalon,5,0
蕭子恪,4,1
Franz Marc,3,0
Beatrice of Luxembourg,4,1
John of Austria the Younger,6,1
Cleopatra IV of Egypt,6,1
Sancho II of Portugal,6,1
Ólafur Gíslason,8,0
Theodora of Thessaloniki,5,0
Francis II of France,5,1
"Baltasar de Zúñiga, 1st Duke of Arión",17,1
"Hugh de Courtenay, 4th Earl of Devon",13,0
"Otto I, Prince of Anhalt-Aschersleben",12,0
James Lancaster,3,1
Gao Jiong,4,1
Ralph Cudworth,4,0
Elisabeth of France,4,1
Otto I,3,0
Nicolò Pacassi,6,0
Zhang Zhao,3,1
Hans Leo Hassler,5,0
朱松 (宋朝),7,1
Augusto Genina,5,0
"Thomas Seymour, 1st Baron Seymour of Sudeley",13,1
Johannes I. von Blankenfelde,8,1
Hieronymus of Syracuse,5,1
Sigismund Streit,5,0
Lazar Hrebeljanović,6,0
Johann Christian Wiegleb,6,0
John Thurloe,4,1
Anne Marie d'Orléans,6,1
Du Shi,3,1
Yao Yi,3,1
Arnold von Westfalen,5,0
Amalia of Neuenahr,6,0
Axel Pehrsson-Bramstorp,9,1
Cui Bing,4,0
Paul II,3,0
Maria Amalia of Courland,6,1
"John Clifford, 7th Baron de Clifford",10,1
Viriathus,3,1
Chen Qun,4,1
Johann Wolfgang von Goethe,5,0
Johann Balthasar Schupp,6,0
趙温,3,1
Rudolf Ramek,4,1
Lu Lingxuan,4,1
"Simon III, Lord of Lippe",8,0
Giovanni Tavelli,4,0
Guillaume Cousinot de Montreuil,7,1
"Viola, Duchess of Opole",7,1
Robert II of France,5,1
Lady Zhao Anzong,5,0
Micheon,3,1
Orlande de Lassus,6,0
Xiao Hao,3,1
Marie Casimire Louise de La Grange d'Arquien,13,1
Nell Gwyn,3,0
Pan Yue,3,0
Agathon,3,0
Andrea Locatelli,4,0
Li Gui,3,1
Huang Qiong,4,1
Josua Ultzheimer,6,0
Empress Fu the Younger,6,1
"John de Mohun, 2nd Baron Mohun",12,1
Albrecht II of Cuyk,8,0
Al-Nasir,5,0
Guy III de Pontailler,6,1
Andrea Aleksi,4,0
Francesco Uguccione,5,0
"Adelaide, Countess of Vermandois",8,1
Pierre Arnaud,3,0
"George Jeffreys, 1st Baron Jeffreys",11,1
華雲龍,4,0
Anne Hilarion de Tourville,8,0
Sima Xu,4,1
Li Shou,3,1
Alessandro Novello,4,0
"Christian Friedrich, Baron Stockmar",7,1
"James Murray, 2nd Duke of Atholl",12,1
Yang Hu,3,1
Otto III. von Rietberg,7,0
Ibn Shihab al-Zuhri,9,0
Fyodor Kuritsyn,6,1
Ursula of Rosenfeld,5,0
Henry VII of Brzeg,6,0
"John II, Count of Armagnac",9,0
Elvira of Castile,5,0
Laodice of Cappadocia,8,1
Catherine of Portugal,4,0
Alexander Ales,3,0
"Margaret, Countess of Pembroke",6,1
John Hyrcanus,6,0
"Ernst II, Prince of Hohenlohe-Langenburg",12,1
Alfredo Silva Carvallo,6,1
Kong Sihui,4,0
"Frederick II, Duke of Brunswick-Lüneburg",11,0
Gabriele Falloppio,6,0
Friedrich Wilhelm Ludwig Suckow,6,0
Raymond-Roupen,5,1
"Maria Manuela, Princess of Portugal",7,1
Bertha,3,1
Karl Renner,3,1
Benedict III,3,1
James II of England,5,1
Casimir I the Restorer,7,1
John Pecche,4,1
Rudolf Brun,3,1
Arnold Geulincx,6,0
Pedro Aguirre Cerda,5,1
Roger of Wendover,6,0
Simon II of Clermont,5,0
"Abraham, I Dünz",7,1
Conrad Detlev von Dehn,7,1
Yang Jun,3,1
Wang Gui,3,1
Abraham Boom,3,1
Liu Ruyi,4,1
"Maurice Henry, Prince of Nassau-Hadamar",10,1
Adib Shishakli,6,1
Mumadona Dias,6,1
Hugh of Fosses,5,0
"John Clifford, 7th Baron de Clifford",10,1
Baldwin IV of Jerusalem,5,1
"Joan, Countess of Flanders",6,1
"John of Aragon, Baron of Avola",9,1
John Carpenter,3,1
Robert de Keldeleth,6,1
Brestir Sigmundsson,5,0
"Ermengarde, Viscountess of Narbonne",10,1
Prince Josias of Coburg,7,0
Liu Liang,3,1
"Louis III, Grand Duke of Hesse",8,0
Blanche of Burgundy,5,1
Salvestro de' Medici,7,1
William of Champlitte,6,1
André de Toulongeon,5,0
Catherine of Bosnia,4,1
Joachim Meisner,5,0
Robert de Stafford,4,0
Constance of Aragon,5,1
Markus Wolf,3,0
Salomon Franck,4,0
Gentile Bellini,3,0
Giovanni Giocondo,5,0
Lorenzo Magalotti,4,0
Maria Francisca of Savoy,6,1
Fredrik von Otter,4,1
Theodore Roosevelt,3,1
Andrea Gabrieli,5,0
Oleg II Svyatoslavich,8,1
Urban II,3,1
"Richard de Clare, 2nd Earl of Pembroke",11,0
"John Bardolf, 3rd Baron Bardolf",11,1
Wu Shi,3,1
Bertha of Milan,5,1
Ivan Ignatyevich Yakubovsky,9,1
Johann Funck,4,0
Sophie von Kühn,5,0
Sharaf al-Zaman al-Marwazi,12,0
蕭子雲,4,0
Johann Melchior Roos,5,0
Leopold Figl,4,1
Friedrich von Hahn,4,0
Gottfried von Bilstein,6,0
Albrecht Dürer the Elder,7,0
Guillaume de La Forest,5,0
Pang Ji,3,1
Louis Augustin d’Affry,7,1
"John Campbell, 2nd Duke of Argyll",11,1
Larry Flynt,4,1
Cai Lun,3,1
Bérenger Fredoli,6,0
Alberic II of Spoleto,9,1
Abd ar-Rahman IV,6,1
Michael Iasites,5,0
Christina Ingesdotter of Sweden,8,1
"Leopold III, Duke of Austria",7,0
Tong Guan,3,1
Crescentius the Younger,7,1
Princess Linxian,4,0
William de Raley,5,0
Friedrich von Bieberstein,6,0
John II,3,1
Mathilde of Bourbon,5,1
Murong Yi,4,0
Peter von Goëss,6,1
Heinrich Bernhard Oppenheim,5,1
Abu Faris Abd al-Aziz II,9,1
Bertrando Savelli,6,1
Burchard II,5,1
Robert Hales,3,1
Prince Adalbert of Bavaria,6,0
Princess Charlotte of Saxe-Meiningen,9,0
Alfonso IV of León,5,1
Andrey Voronikhin,5,0
"William, Duke of Opava",7,0
"Frederick I, Count of Berg-Altena",10,0
Alexander I of Russia,5,1
Liu Yong (Xin dynasty),7,1
Joseph D. Early,5,1
"Walter Stewart, Earl of Atholl",9,0
Nikolai Ogarkov,5,1
Nicephorus Gregoras,7,0
He Gui,3,1
William III of Sicily,5,1
Francis Meres,4,0
Andreo Cseh,5,0
Jean de Meulan,5,0
Adriaen Coorte,6,0
Johannes Aurifaber,5,0
Walter de Coventre,5,0
Nicolò Guarco,6,1
Heinrich VI. von Hohenberg,7,0
Pieter Soutman,4,0
Ivan III of Russia,5,1
Gustaf Åkerhielm,7,1
"Elisabeth, Countess of Vermandois",8,1
Niels Ebbesen,5,0
Hew Fraser,3,0
Richard FitzNeal,4,0
Emperor Xiaowu of Northern Wei,8,1
Zhu Yunming,4,0
Anna Diogenissa,5,1
Walter I of Enghien,6,1
Hugh de Benin,4,0
Kurt Tank,3,0
Ludwig Hassenpflug,6,1
"Piers Gaveston, 1st Earl of Cornwall",12,1
Adam Tanner,3,0
Giacomo Puccini,5,0
Catherine of Bologna,4,0
Otto Mencke,4,0
"Enguerrand VI, Lord of Coucy",11,0
Ludwig Hilberseimer,6,0
Vitale da Bologna,5,0
Yan Shigu,4,0
Isaac ibn Latif,5,0
Thomas Schöning,4,0
Anna Maria Luisa de' Medici,7,0
Wu Chengsi,4,1
Évariste Galois,6,0
Abu Bakr ibn al-Arabi,9,0
Abū Muhammad al-Hasan al-Hamdānī,13,0
Chen Xi,3,1
"Wilhelmine, Gräfin von Lichtenau",10,1
Benedict III,3,1
Margareta Bosdotter,7,0
Kong Zongyuan,4,0
Jan of Jenštejn,6,0
"Caroline Fox, 1st Baroness Holland",9,1
Abraham van Dijck,5,0
Johannes VI. von Waldstein,8,0
Irene Angelina,3,0
"Beatrice II, Countess of Burgundy",7,1
Francisco de Borja,4,1
Gian Galeazzo Visconti,6,1
James II of Scotland,5,1
Qin Yuba,4,1
Karl August I. von Alvensleben,9,0
Abraham de Verwer,5,0
Athanasius of Naples,6,0
Bernhard Hederich,5,0
Muhammad,2,1
Federico Errázuriz Echaurren,10,1
Nikolaus von Ybbs,6,0
Sima Xia,4,1
Sibylla Schwarz,4,0
Paul Melchers,4,1
Emperor Zhang of Han,5,0
Liu Rengui,4,1
John IV,3,1
Leo von Klenze,6,0
Pargalı Ibrahim Pasha,6,1
"Frederick I, Margrave of Brandenburg-Ansbach",11,1
Prince William of Schaumburg-Lippe,9,1
"Albert I, Prince of Anhalt-Zerbst",11,0
Herbert Marcuse,4,0
畢士安,4,1
Du He,3,1
Richard Abberbury,5,1
Micheon,3,1
Pelagius I,5,1
Bernhard von Lindenau,5,1
Bertrando Savelli,6,1
Yasujirō Ozu,7,0
Girolamo Frescobaldi,5,0
Kristin Sigurdsdatter,7,1
Pablo Picasso,3,0
Yusuf al-Mustansir,8,1
Bede,3,0
Georges Theunis,4,1
Hans Apengeter,6,0
Peter Ålänning,5,0
Stefan Štiljanović,6,0
Inigo Jones,4,1
Francis Drake,3,1
Cui Xiu,4,1
Han Qi,3,1
Adalbert Bezzenberger,6,0
Sophia Eleonore of Saxony,6,0
Záviš of Zápy,6,0
Maximiliaan van Egmond,7,1
Anne Beate Rosenkrantz,7,0
Friedrich Stohmann,5,0
Lucas Watzenrode the Elder,7,0
Grigory Isayevich Nikiforov,9,0
"Marie de Bourbon, Princess of Achaea",9,1
Llywelyn ap Seisyll,9,0
Ibrahim Lodi,3,1
Tian Ji'an,5,0
Johann Rudolf Byss,5,0
Robert le Maçon,5,0
Gustav von Alvensleben,6,1
Stephen Lekapenos,5,0
Natalia Lopukhina,5,1
Theodora Tocco,5,1
Johann Lohel,4,0
Jia Chong,3,1
"John, Dauphin of France, Duke of Touraine",11,0
Ferdinand IV of Castile,5,1
Walter de Washington,4,0
Michael Wieck,4,0
Johann Wolf,3,0
Pietro di Giovanni d'Ambrogio,9,0
"Anne of Austria, Landgravine of Thuringia",12,1
Christian Samuel Weiss,4,0
Johann David Köhler,5,0
"James Hamilton, 2nd Marquess of Hamilton",11,1
Guan Zhong,3,0
"Philip, Duke of Parma",6,0
Vladimir Lenin,3,1
William II of Württemberg,6,1
Władysław Denhoff,6,1
Jean Ier de Garencières,8,0
Tuoba Chuo,5,0
Patricio Aylwin,6,1
Enrico II Ventimiglia,6,0
Johann Baptist Wendling,5,0
Sayyid Ajjal Shams al-Din Omar,10,1
Li Bi,3,0
Jovan Vladimir,4,1
"John Murray, 1st Marquess of Atholl",13,0
Alfred von Waldersee,6,1
Adriaen van der Donck,8,1
Emperor Shenzong of Western Xia,7,1
George Spalatin,4,0
Gerhard Friedrich Müller,4,0
Andrea Vendramin,5,1
Michael Kantakouzenos,7,0
Zhao Gao,3,1
Bengt Jönsson,6,1
Madame du Barry,4,0
Giordano Orsini,5,0
Lu Cangyong,4,0
Ahmad Shah Bahadur,4,1
Anthony van Dyck,4,0
Maria Luisa of Savoy,5,1
Edward Douglass White,4,1
Gregory Tifernas,4,0
John Chrysoloras,5,1
Arnaud de Nîmes,5,0
Zhao Mengfu,4,0
Zhai Rang,4,1
Édouard Belin,5,0
Děpold I of Jamnitz,8,1
Nikolaus Bechtermünz,7,0
Elizabeth of Aragon,4,1
Adolf of Burgundy,4,1
Yao Neibin,4,0
Liu Tan,3,1
Reinoud III van Brederode,8,1
Gottlieb Graf von Haeseler,8,1
Rodrigo Rodríguez Osorio,4,0
Friedrich Wilhelm von Erdmannsdorff,7,0
Xue Bian,4,1
Sigfred,3,1
Pablo de Céspedes,5,0
William Levett,4,0
Clemens Winkler,4,0
Georges Richard,3,0
Gar Samuelson,4,0
Guy Fawkes,4,1
Edward the Elder,4,0
Markolf,3,0
Yahya ibn Muhammad,5,1
Andrea Solari,4,0
Nicolaus Hieronymus Gundling,6,0
Nicola Peralta,3,1
Johann Konrad Ammann,5,0
Filippo Brunelleschi,6,0
Mary Peters Fieser,6,0
Carl Heinrich von Wedel,6,1
Henry Pelham,3,1
Hugh VII of Lusignan,7,0
Anna Canalis di Cumiana,7,1
Georg Fabricius,4,0
Lawrence of Brindisi,5,1
Raymond III of Toulouse,5,0
Adelaide of Hungary,4,1
Antonino Ferraro,5,0
Shin Saimdang,5,0
Walter Kerlinger,4,0
Sergius IV,4,0
"Blanche of Navarre, Queen of France",9,1
Beatrice of Silesia,5,1
George Grenville,3,1
Girolamo Basso della Rovere,7,0
"Roger de Montalt, 1st Baron Montalt",12,0
Charles Martel of Anjou,6,1
Leonard B. Jordan,5,1
"George Villiers, 1st Duke of Buckingham",10,1
James III of Scotland,5,1
John Tyler,3,1
Daniel von Büren,5,1
Rodrigo de Bastidas,5,0
André d’Ypres,6,0
Carlos Ramírez MacGregor,4,1
Juana Manuel,4,0
Thietmar of Merseburg,8,0
Berthold I. von Alvensleben,9,0
Hubert Weise,3,0
William Hogarth,3,0
Hieronymus Sillem,5,0
Brian Boru,4,1
Friedrich Wilhelm Berner,4,0
Georg Braun,3,0
Constance of Antioch,5,1
"Carlos, Prince of Asturias",6,1
Philip de Harcourt,4,1
Yang Yin,3,1
"Archibald Douglas, 1st Earl of Ormond",12,1
Irmgard of Berg,6,0
Arnaud du Ferrier,5,1
"Elizabeth Smith-Stanley, Countess of Derby",9,1
Johann Wolfgang Textor,5,1
"Anton Günther I, Count of Schwarzburg-Sondershausen",13,0
Johanna von Puttkamer,6,0
Samuel Bellamy,3,0
Stefanos Dragoumis,6,0
Heinrich Christian Boie,5,0
Þorgils Hölluson,7,1
Johann Heinrich Hartmann Bätz,6,0
Xicotencatl II,7,0
Little Richard,3,0
Ulrika Eleonora of Denmark,7,0
William II,3,1
Isabella de Braose,5,1
"James Butler, 9th Earl of Ormond",11,0
Darius I of Media Atropatene,9,1
Heinrich von Brentano,5,1
"John, King of Denmark",6,0
Marguerite de Rohan,5,0
"Beatrice d'Este, Queen of Hungary",9,1
Yelü Zhu,5,1
Zhang Yang,3,1
Johann Pleskow,4,1
"Catherine of Bosnia, Countess of Cilli",9,1
Prince Henry of Prussia,5,1
"Ernest Augustus I, Duke of Saxe-Weimar-Eisenach",14,0
Wilhelm Knabe,4,1
Karl Friedrich von Kübeck,6,1
Duchess Alexandra Petrovna of Oldenburg,8,0
Wang Chen,3,1
"William, Count of Monte Sant'Angelo",9,0
Mokjo,3,1
Algot Magnuson of Revsnes,9,1
Moritz Karl Ernst von Prittwitz,9,0
Robert Louis August Maximilian Gürke,8,0
Margareta of Opole,7,1
Bartholomew Columbus,6,0
Ahmad al-Tifashi,7,0
"Ramiro Sánchez, Lord of Monzón",10,0
Werner Best,3,1
"Herbrand Russell, 11th Duke of Bedford",12,1
Ertuğrul Gazi,7,0
"Frederick VI, Duke of Swabia",8,0
Cristina Vermúdez,5,0
Cornelis Schut,6,0
Ashikaga Yoshinori,7,0
Pamphilus of Sulmona,7,0
Eric Christoffersen of Denmark,7,1
Wilhelm von Ketteler,5,1
Li Zhongyan,4,1
"Anne of Bohemia, Duchess of Silesia",9,1
Jean I of Albret,6,1
Eberhard Werner Happel,7,0
Lü Mengzheng,4,1
Duchess Sibylle of Saxe-Lauenburg,10,1
Tan Quanbo,4,1
Josip Kazimir Drašković,8,0
Lü Haowen,4,1
"Edmund Mortimer, 3rd Earl of March",10,1
Hendrick de Keyser,6,0
Peter I of Portugal,5,1
Hugues de Payens,6,0
Radegonde de France,6,1
Liang Chongyi,4,1
Judith of Swabia,5,1
Hyojong of Joseon,7,1
"William Louis, Prince of Anhalt-Harzgerode",13,0
"Humphrey Stafford, Earl of Stafford",8,0
Ezra Dean,3,1
Charles Pfizer,3,0
Ahmad ibn Tulun,5,0
Karl Hanke,4,1
Eudoxia Streshneva,8,0
Ludwig Erhard,4,1
Albert Speer,3,1
Simon Langton,4,0
Hans Roth,3,0
Friedrich von Eyben,5,1
Wu Zhi,3,1
Ulrika Eleonora of Denmark,7,0
Praxedes,4,0
Mikołaj Sapieha,7,0
Otto Bütschli,5,0
Alexander Pope,3,0
At-Ta'i,6,1
Friedrich II. von Parsberg,7,1
Louis of Opole,5,0
Xiao Xuan,3,0
Michael Wieck,4,0
Paolo da Firenze,4,0
Emperor Fei of Northern Qi,6,1
"Frederick II, Duke of Brunswick-Lüneburg",11,0
Catherine Opalińska,5,1
Ralph de Warneville,5,1
"Humphrey of Lancaster, 1st Duke of Gloucester",12,1
Giovanni Battista Galestruzzi,6,0
Sophia of Bavaria,4,1
Stefano Felis,4,0
Huo Shàn,5,1
Johann Schöning,4,1
Anna of Ryazan,5,1
Antonio de Cardona,4,1
Consort Zhou,4,1
Xiao Ni,3,1
Erhard of Queis,6,0
Arnold of Altena,5,0
"Philip Wharton, 4th Baron Wharton",9,1
Antoine Brun,3,1
Xiao Qiu,3,0
Johann Friedrich II. von Alvensleben,9,1
Ludovico Roncalli,5,0
Xiao Baojuan,4,1
Charles Sands,3,0
Catharina Regina von Greiffenberg,8,0
Moses Bar-Kepha,6,0
Gottfried IV,4,0
Xiao Baojuan,4,1
Prince Adalbert of Prussia,6,1
Vittoria della Rovere,6,1
William Bateman,3,0
