prompt,prompt_len,target
What happened after the reveal of the greenmunk?,11,Event Ordering
How often are planes hijacked?,8,Frequency
What happens after the music plays in the film?,11,Event Ordering
How long does Joey need to soak in water?,11,Event Duration
How often are judges elected,6,Frequency
How many times a week does he do the laundry?,12,Frequency
How often do the group members meet?,9,Frequency
What happened after word spread of the royal family being imprisoned?,13,Event Ordering
How long does the music play in the film?,11,Event Duration
What time did the jets attack Yonggary?,10,Typical Time
What happened after the poor went under-served?,11,Event Ordering
How often does Emiliano Malaquez make sculptures?,11,Frequency
What happened before Ratners's made a profit?,12,Event Ordering
What time did the robbery occur?,8,Typical Time
How often do the group members meet?,9,Frequency
How long does it take to get immediate legal assistance services?,13,Event Duration
When did Tumble eat the oatmeal?,8,Typical Time
How often will the factory be employing people?,10,Frequency
How long does it take for gravitational potential energy to do work?,14,Event Duration
How long did it take to become standard?,10,Event Duration
When did Brewer talk?,6,Typical Time
How often does Mzoudi travel to other cities?,12,Frequency
What happened after the corpse was found?,9,Event Ordering
How often do people conceal who they truly are?,11,Frequency
What happened after the spelling bee?,8,Event Ordering
What did they do after picking small puppies?,10,Event Ordering
What happened after the exhibition opened?,8,Event Ordering
How long did she take to decide on what to order?,13,Event Duration
How often did she meet with the stranger?,10,Frequency
What happened after the poor went under-served?,11,Event Ordering
What did Atta do after being born?,9,Event Ordering
What happens after the nectar is produced?,9,Event Ordering
What happened after they robbed the train?,9,Event Ordering
When did they begin doing it?,8,Typical Time
What time did the turtle see Billy?,9,Typical Time
How often do they visit the dog pound?,10,Frequency
"How long it take John to read the word ""breathe""?",13,Event Duration
"How long does it take to make a ""captured moment"" sculpture?",15,Event Duration
What will she do after she plants the seedlings in her garden?,14,Event Ordering
What happened after the corpse was found?,9,Event Ordering
How often has Number 13 watched Seki?,12,Frequency
How often does Ahmadinejad rant on television?,11,Frequency
When did they begin studying the DNA?,9,Typical Time
How long was President Clinton's trip?,10,Event Duration
What did Pushkin do after his graduation?,9,Event Ordering
How often did they think of each other?,10,Frequency
When did he leave for the tomb?,9,Typical Time
What did Wallace do after graduating from Hunter Huss High School?,13,Event Ordering
How long did the meeting last?,8,Event Duration
What happened after the operatives were chosen?,9,Event Ordering
What transpired before the regime?,7,Event Ordering
How long did the meeting last?,8,Event Duration
What happened after the grants were issued to the temples?,12,Event Ordering
How often does Bailey receive awards?,8,Frequency
What happened after the corpse was found?,9,Event Ordering
What day of the week do migrant worker receive help?,12,Typical Time
How long does the robbery take?,8,Event Duration
How long did Gorbachev's campaign last?,10,Event Duration
How long did it take for the WHO to find that fact?,14,Event Duration
What happened after King Louis XIV died?,9,Event Ordering
What happens after the wafers are put on tracks?,11,Event Ordering
How often did Goode speak with Gorbachev?,9,Frequency
What time of day did the organization have a meeting?,12,Typical Time
How long does an eclipse last for?,9,Event Duration
What year did the bishop arrive in Faro?,10,Typical Time
"How long it take John to read the word ""breathe""?",13,Event Duration
When did Ace fall in love with Tobio?,11,Typical Time
What will the ad men do after making the journey?,12,Event Ordering
What will she do after she plants the seedlings in her garden?,14,Event Ordering
When did Bailey receive their award?,8,Typical Time
How often is the spelling bee held?,9,Frequency
How often do they evolve,6,Frequency
How often did the Byzantine empire document new cultural groups?,12,Frequency
How often does the bear rest?,8,Frequency
At what time do the wafers get placed on tracks?,12,Typical Time
What happened after the corpse was found?,9,Event Ordering
What happened after the Soviet national shipping company found out they'd been excluded?,17,Event Ordering
When does construction on the new unit take place?,11,Typical Time
How long did the meeting last?,8,Event Duration
How long did he visit the tomb?,9,Event Duration
What happened after the exhibition opened?,8,Event Ordering
At what time of day was Mary picking blueberries?,11,Typical Time
How often do plants use energy to produce nectar?,11,Frequency
How long did they enjoy under the sun?,10,Event Duration
What does Emiliano Malaquez do after he finishes a sculpture?,14,Event Ordering
Where did the NSC go after they were done with their trip?,14,Event Ordering
How often did the Byzantine empire document new cultural groups?,12,Frequency
How often does Peter bark?,7,Frequency
How long does it take for her to meet with the stranger?,14,Event Duration
When was the board formed?,7,Typical Time
What time of day did the Iban gain control?,12,Typical Time
When did court start?,6,Typical Time
What will she do after she plants the seedlings in her garden?,14,Event Ordering
How long does the dermis take to heal after a minor injury to it?,17,Event Duration
How often does Frank's father drink?,10,Frequency
What time was the room usually occupied?,9,Typical Time
How often does Mzoudi travel to other cities?,12,Frequency
How long has there been a rift between neighbors?,11,Event Duration
When did he do the laundry?,8,Typical Time
What happened after they clapped her shoulder?,9,Event Ordering
When did he go to bed?,8,Typical Time
What did Lennon do after he left?,9,Event Ordering
How long did the meeting last?,8,Event Duration
How often does Deborah prepare the lettuce?,9,Frequency
What happened after they robbed the train?,9,Event Ordering
For how long do the wafers ride on tracks?,11,Event Duration
When did Max meet up with his human and doggy friend?,13,Typical Time
How often does Ahmadinejad rant on television?,11,Frequency
How long does it take to lure men to their downfall?,13,Event Duration
What time did the exhibition open?,8,Typical Time
When does the store usually open?,8,Typical Time
How long would he splash and play for?,10,Event Duration
When can a women apply for immediate legal assistance services ?,12,Typical Time
Will Frank become an alcoholic after growing up with an alcoholic father?,14,Event Ordering
How long has there been a rift between neighbors?,11,Event Duration
When did Frank's father become an alcoholic?,11,Typical Time
How often did Goode speak with Gorbachev?,9,Frequency
How long does he resist for?,8,Event Duration
What did Pushkin do after his graduation?,9,Event Ordering
How long did it take the membership to include Hamilton's friends and associates?,17,Event Duration
How long did it take for the animals to get at the plant's hidden nectar?,19,Event Duration
How often has Number 13 watched Seki?,12,Frequency
When does the store usually open?,8,Typical Time
For how long did the 9/11 plotters plan the attack?,17,Event Duration
How often do Max and Joey run?,9,Frequency
What time was the room usually occupied?,9,Typical Time
What happens after they get together?,8,Event Ordering
How often do Max and Joey run?,9,Frequency
What time did the turtle see Billy?,9,Typical Time
What happened after he left the pond?,9,Event Ordering
What time did he start playing?,8,Typical Time
How often are units added?,7,Frequency
What time was the prince saved?,8,Typical Time
How long did it take to do the laundry?,11,Event Duration
How long was the storm?,7,Event Duration
How long does one strive to become someone else?,11,Event Duration
When did Horton first publicly state his comfort with a multiracial society?,15,Typical Time
How often did he go out to play and splash?,12,Frequency
What time of the day was the proposal made?,11,Typical Time
For how long has Horton used multiracial society as a personal differentiator?,16,Event Duration
How often do people need to take breaths?,10,Frequency
How many times in a human's life the dermis regenerate itself?,16,Frequency
How long did he paw at her?,9,Event Duration
When did he first pursue financial interests in those countries?,12,Typical Time
How long has there been a rift between neighbors?,11,Event Duration
How often does Judge Thornton issue rulings?,9,Frequency
How long is the motorcycle journey?,8,Event Duration
What will happen next?,6,Event Ordering
What happened after the corpse was found?,9,Event Ordering
How often did Algarve dispatch new bishops?,9,Frequency
How long did it take for them to reach the dog pound?,14,Event Duration
What happens after Billy answers in a loud voice?,11,Event Ordering
When does the store usually open?,8,Typical Time
How long does it take to produce nectar?,10,Event Duration
How many years did Atta live with his parents?,11,Event Duration
How often are units added?,7,Frequency
When did the poor begin to lose services?,10,Typical Time
What will happen next?,6,Event Ordering
What time did the exhibition open?,8,Typical Time
For how long did Billy blow on the hot oatmeal?,12,Event Duration
What day did he discover his paws were big?,11,Typical Time
How often do people conceal who they truly are?,11,Frequency
How long were the  government officials concerned with terrorists?,12,Event Duration
At what time of day was Seki killed?,11,Typical Time
How long was she at the courthouse?,9,Event Duration
What happens after they get together?,8,Event Ordering
How often does Bailey receive awards?,8,Frequency
What happened after the approach was made by Landau and Lifshitz?,15,Event Ordering
How often does Bailey receive awards?,8,Frequency
How often will the factory be employing people?,10,Frequency
How long was Seki being watched by Number 13?,14,Event Duration
How often did he go out to play and splash?,12,Frequency
How long did it take to become standard?,10,Event Duration
When does the store usually open?,8,Typical Time
How many times did Billy have to reach down to blow on the hot oatmeal?,17,Frequency
What did Wallace do after graduating from Hunter Huss High School?,13,Event Ordering
What happened after the 9/11 plotters planned the attack?,16,Event Ordering
What did John do after opening the letter?,10,Event Ordering
What happens after they get together?,8,Event Ordering
How often did Goode speak with Gorbachev?,9,Frequency
How often do they break up?,8,Frequency
How long does it take for her to meet with the stranger?,14,Event Duration
What happened before Islam was the majority religion?,10,Event Ordering
What did John do after opening the letter?,10,Event Ordering
How long has Frank's father been an alcoholic?,12,Event Duration
How long did it take for Muslims to take up arms?,13,Event Duration
How often did they come?,7,Frequency
What happened after King Louis XIV died?,9,Event Ordering
What time did they begin the journey?,9,Typical Time
How long have the laws been subject to ridicule?,11,Event Duration
What did the artist do when he finished the painting?,12,Event Ordering
What happens after they explain why older Oklahomans need lawyers?,14,Event Ordering
At what age did Pushkin graduate from Tsarskoye Selo Lyceum?,16,Typical Time
What did Pushkin do after his graduation?,9,Event Ordering
"How long it take John to read the word ""breathe""?",13,Event Duration
When did Alexander II create his plan?,9,Typical Time
What happened after the corpse was found?,9,Event Ordering
How long does it take for them to answer?,11,Event Duration
For how many years did each generation wait?,10,Event Duration
"After buying the house, how long did it take the owners to notice the room?",18,Event Duration
How long did it take him to write the letter?,12,Event Duration
How often do Max and Joey run?,9,Frequency
How often is the spelling bee held?,9,Frequency
What happened after he slept?,7,Event Ordering
What happened after he did the laundry?,9,Event Ordering
How often did he try to drum up interest?,11,Frequency
How long does it take to lure men to their downfall?,13,Event Duration
How long is the air in your lungs?,10,Event Duration
What happens after the unit is added to the communal dwelling?,13,Event Ordering
How long was Seki being watched by Number 13?,14,Event Duration
How long did it take Cathy Wallace to grow up?,12,Event Duration
How often does Bailey receive awards?,8,Frequency
How long does it take to lure men to their downfall?,13,Event Duration
How often does he lay on the chair?,10,Frequency
How long were the  government officials concerned with terrorists?,12,Event Duration
How long did it take for Pushkin to commit to social reform?,14,Event Duration
How often does Mama put the jacket in the stopbox?,13,Frequency
How often do people need to take breaths?,10,Frequency
What will she do after she plants the seedlings in her garden?,14,Event Ordering
What will the ad men do after making the journey?,12,Event Ordering
How often can one apply for immediate legal assistance services ?,12,Frequency
For how long do the wafers ride on tracks?,11,Event Duration
What did Lennon do after he left?,9,Event Ordering
How often do people need to take breaths?,10,Frequency
When did Wallace wake up for high school?,10,Typical Time
What happened after the Algarve installed the bishop?,10,Event Ordering
What will happen next?,6,Event Ordering
What happened after he looked at Violet?,9,Event Ordering
What happened after word spread of the royal family being imprisoned?,13,Event Ordering
How often does he make this argument?,9,Frequency
How often are plants brought to areas they don't belong?,14,Frequency
How long did it take for the WHO to find that fact?,14,Event Duration
How long did it take him to write the letter?,12,Event Duration
How often are alien corpse's found?,10,Frequency
What day did Ratners realize he had made profit?,12,Typical Time
What happened before they met?,7,Event Ordering
When did Tumble eat the oatmeal?,8,Typical Time
When did they go to the dog pound ?,10,Typical Time
What did they do after picking small puppies?,10,Event Ordering
What day did they meet?,7,Typical Time
How many cases a month does his father work on?,12,Frequency
How often did Goode speak with Gorbachev?,9,Frequency
What did the bear do later?,8,Event Ordering
How often did the board members meet?,9,Frequency
What transpired before the regime?,7,Event Ordering
What happens after they explain why older Oklahomans need lawyers?,14,Event Ordering
How often do they study the DNA of extinct organisms?,12,Frequency
For how long did Billy blow on the hot oatmeal?,12,Event Duration
How often does Brewer talk about the legal system marketplace?,12,Frequency
How often does the coastal trade take place in Melaka?,13,Frequency
How often are new atoms created?,8,Frequency
How long was the storm?,7,Event Duration
How long did it take him to write the letter?,12,Event Duration
When did he begin to accept the military aid?,11,Typical Time
How often does Deborah prepare the lettuce?,9,Frequency
What time of the day does he start work?,11,Typical Time
When did she order them?,7,Typical Time
What time did the exhibition open?,8,Typical Time
What will happen next?,6,Event Ordering
How often are elections held?,7,Frequency
When did they begin studying the DNA?,9,Typical Time
What happened after Islam became popular in the region?,11,Event Ordering
How many times did Billy have to reach down to blow on the hot oatmeal?,17,Frequency
How often does he look at Violet?,9,Frequency
How long did it take for them to reach the dog pound?,14,Event Duration
How often does the coastal trade take place in Melaka?,13,Frequency
What did Atta do after being born?,9,Event Ordering
How long does the robbery take?,8,Event Duration
What time did the jets attack Yonggary?,10,Typical Time
How long was she at the courthouse?,9,Event Duration
How long did the Emperor rule Japan?,9,Event Duration
What did the artist do when he finished the painting?,12,Event Ordering
How often do Hamilton's friends use their membership?,12,Frequency
Which year did the TV show in which he starred release?,13,Typical Time
How long did it take Cathy Wallace to grow up?,12,Event Duration
What did the bear do later?,8,Event Ordering
What day did Islam emerge as the majority religion?,11,Typical Time
What happened after the corpse was found?,9,Event Ordering
When will the subpoena be granted?,8,Typical Time
How often can one apply for immediate legal assistance services ?,12,Frequency
How often are funds garnered from Congress?,9,Frequency
How many times a day did Mary pick blueberries?,11,Frequency
For how long do the wafers ride on tracks?,11,Event Duration
How long did it take for differences to become apparent?,12,Event Duration
What happened before Islam was the majority religion?,10,Event Ordering
How often do they evolve,6,Frequency
How long did they laugh?,7,Event Duration
When did they clap her shoulder?,8,Typical Time
When do the properties of matter change?,9,Event Ordering
For how long do the wafers ride on tracks?,11,Event Duration
How long did it take for Mr Barco to accept military aid?,15,Event Duration
How often were the grants issued?,8,Frequency
When did court start?,6,Typical Time
How often was an award named after the chief justice?,12,Frequency
What time of day does the plant produce nectar?,11,Typical Time
What time of the day does he start work?,11,Typical Time
How many times a week does the average scientist read his theory?,14,Frequency
When did they begin studying the DNA?,9,Typical Time
For how long are the haras rented?,10,Event Duration
What time did the meeting occur?,8,Typical Time
How often does Bailey receive awards?,8,Frequency
How long was she at the courthouse?,9,Event Duration
How often is the spelling bee held?,9,Frequency
When did Wallace wake up for high school?,10,Typical Time
What did the animals do after they got at the plant's hidden nectar?,17,Event Ordering
What happened after the Algarve installed the bishop?,10,Event Ordering
How often does she plant new seeds?,9,Frequency
Afterwards did Einstein and Chaplin know each other?,10,Event Ordering
How long did he paw at her?,9,Event Duration
What time of day does the plant produce nectar?,11,Typical Time
What time do the elections occur?,8,Typical Time
When did the hearing begin?,7,Typical Time
When did he do the laundry?,8,Typical Time
How many times in a human's life the dermis regenerate itself?,16,Frequency
What happened after the approach was made by Landau and Lifshitz?,15,Event Ordering
How often does the artist make paintings?,9,Frequency
How long would he splash and play for?,10,Event Duration
For how long did the 9/11 plotters plan the attack?,17,Event Duration
When did Horton first publicly state his comfort with a multiracial society?,15,Typical Time
What did Mark do right after he found out that he became a judge?,16,Event Ordering
How often does she recount her desire to be a doctor?,13,Frequency
How long did it take him to grow his big paws?,13,Event Duration
What time did the exhibition open?,8,Typical Time
"How long does it take to make a ""captured moment"" sculpture?",15,Event Duration
What time did Hall leave his position for good?,11,Typical Time
What did the people do next?,8,Event Ordering
How often are Banksy exhibitions held?,9,Frequency
How often does the bear rest?,8,Frequency
When were the grants introduced?,7,Typical Time
What did they do after picking small puppies?,10,Event Ordering
How long did he visit the tomb?,9,Event Duration
How long did it take for them to detect the target?,13,Event Duration
How many times will the plan be spoken for the week it's released?,17,Frequency
Afterwards did Einstein and Chaplin know each other?,10,Event Ordering
How often are people confused at the courthouse?,10,Frequency
When did Emiliano Malaquez finish his sculpture?,11,Typical Time
What day did they meet?,7,Typical Time
What happened after she left college?,8,Event Ordering
How many times a year did the Spanish visit Jamaica?,12,Frequency
How long did it take for differences to become apparent?,12,Event Duration
How long was President Clinton's trip?,10,Event Duration
How often are units added?,7,Frequency
How often does Deborah prepare the lettuce?,9,Frequency
When did she order them?,7,Typical Time
How long did it take to form the organization's board?,14,Event Duration
What time did the turtle see Billy?,9,Typical Time
How long did it take the Assakenians to get to the fortress?,16,Event Duration
How long did Ahmadinejad's rants hold the media's attention?,18,Event Duration
How often are planes hijacked?,8,Frequency
When did Ace fall in love with Tobio?,11,Typical Time
How long does it take for a plant to overtake a non-native area?,17,Event Duration
How often can one apply for immediate legal assistance services ?,12,Frequency
For how long did Billy blow on the hot oatmeal?,12,Event Duration
How often do Max and Joey run?,9,Frequency
When did Emiliano Malaquez finish his sculpture?,11,Typical Time
What did Mary do after turning around?,9,Event Ordering
What did the artist do when he finished the painting?,12,Event Ordering
How many times a week did Wallace go to school?,12,Frequency
When did she graduate college?,7,Typical Time
When was the movie released?,7,Typical Time
When will the subpoena be granted?,8,Typical Time
What happens after they get together?,8,Event Ordering
When did they begin studying the DNA?,9,Typical Time
How long did the tour last?,8,Event Duration
How often are Banksy exhibitions held?,9,Frequency
How often are funds garnered from Congress?,9,Frequency
What time of the day does he start work?,11,Typical Time
How often are sediments raised?,7,Frequency
How long did it take to form the organization's board?,14,Event Duration
How long would he splash and play for?,10,Event Duration
What day did Islam emerge as the majority religion?,11,Typical Time
How often does the judge scold someone in court?,11,Frequency
What time did the exhibition open?,8,Typical Time
How often does Ahmadinejad rant on television?,11,Frequency
How often does she plant new seeds?,9,Frequency
When did he go to bed?,8,Typical Time
When did they begin studying the DNA?,9,Typical Time
What will she do after she plants the seedlings in her garden?,14,Event Ordering
How many times a day did Mary pick blueberries?,11,Frequency
How long did the bishop remain in Faro?,10,Event Duration
How often are funds garnered from Congress?,9,Frequency
How long did it take the membership to include Hamilton's friends and associates?,17,Event Duration
How long does Joey need to soak in water?,11,Event Duration
How often does the animal collect from a single flower,11,Frequency
How long did it take him to grow his big paws?,13,Event Duration
What happens after the nectar is produced?,9,Event Ordering
What happened before they met?,7,Event Ordering
When did the girl see the bear?,9,Typical Time
For how long do the wafers ride on tracks?,11,Event Duration
When does construction on the new unit take place?,11,Typical Time
How long does it take for her to meet with the stranger?,14,Event Duration
What happened next?,5,Event Ordering
How long did he try to get money from those countries?,13,Event Duration
How often has Number 13 watched Seki?,12,Frequency
When do they play games?,7,Typical Time
How often does she recount her desire to be a doctor?,13,Frequency
What happens after the mindwipe takes its creation?,11,Event Ordering
What happened after he talked about his theory?,10,Event Ordering
How long does he resist for?,8,Event Duration
How long was the storm?,7,Event Duration
What happens after the wafers are put on tracks?,11,Event Ordering
What time of the day was the proposal made?,11,Typical Time
How long did it take the shelter to get information?,12,Event Duration
What did John do after opening the letter?,10,Event Ordering
How long did the Emperor rule Japan?,9,Event Duration
How long did it take the mindwipe to take its creation?,14,Event Duration
What time do the elections occur?,8,Typical Time
How long did they laugh?,7,Event Duration
How often does she plant new seeds?,9,Frequency
How often does Peter bark?,7,Frequency
What happened after Decatur County?,7,Event Ordering
What did he do after the TV show's failure?,13,Event Ordering
What time of day was it most likely?,10,Typical Time
How long did he try to get money from those countries?,13,Event Duration
How long did Muhammad Iqbal consider his proposal?,10,Event Duration
How often does Mzoudi travel to other cities?,12,Frequency
When did Mama put the jacket in the stopbox?,12,Typical Time
When will the subpoena be granted?,8,Typical Time
How long do they spend at each flower?,10,Event Duration
How long does the music play in the film?,11,Event Duration
How long did she take to decide on what to order?,13,Event Duration
What happens after the nectar is produced?,9,Event Ordering
What did Mary do after turning around?,9,Event Ordering
How often will they clap someone's shoulder?,11,Frequency
When did she order them?,7,Typical Time
How often did they come?,7,Frequency
How long does it take to lure men to their downfall?,13,Event Duration
When did the NSC arrive at the Persian Gulf in 1999?,17,Typical Time
When did the poor begin to lose services?,10,Typical Time
What did Joe and his father do after riding in the field?,14,Event Ordering
When did court start?,6,Typical Time
How long does it take him to build a fire?,12,Event Duration
How often does Ahmadinejad rant on television?,11,Frequency
How long does he resist for?,8,Event Duration
What did they do after picking small puppies?,10,Event Ordering
How often does he look at Violet?,9,Frequency
What happens after the music plays in the film?,11,Event Ordering
When did court start?,6,Typical Time
When did Tumble eat the oatmeal?,8,Typical Time
What does the women and children do once they have immediate legal assistance services ?,16,Event Ordering
How long does one strive to become someone else?,11,Event Duration
What happened after the operatives were chosen?,9,Event Ordering
When did he jump into the pond?,9,Typical Time
When did he leave for the tomb?,9,Typical Time
How long did it take for differences to become apparent?,12,Event Duration
What happened after he left the pond?,9,Event Ordering
What happened after factory began production?,8,Event Ordering
What happened before he had big paws?,9,Event Ordering
How often did Algarve dispatch new bishops?,9,Frequency
How often does Frank's father drink?,10,Frequency
What will the tenants do as a result of the rift?,13,Event Ordering
How long was Brewer talking?,7,Event Duration
How long did it take Cathy Wallace to grow up?,12,Event Duration
When did Brewer talk?,6,Typical Time
How long did it take for Pushkin to commit to social reform?,14,Event Duration
When did Wallace wake up for high school?,10,Typical Time
What time did the robbery occur?,8,Typical Time
What happened after the king stopped them?,9,Event Ordering
How long did he try to get money from those countries?,13,Event Duration
When was there a sediment deposit,7,Event Ordering
What day of the week do migrant worker receive help?,12,Typical Time
What time of day was it most likely?,10,Typical Time
How long did it take for Mr Barco to accept military aid?,15,Event Duration
How long did it take to make profit?,10,Event Duration
What will happen next?,6,Event Ordering
What happens after they explain why older Oklahomans need lawyers?,14,Event Ordering
When did the poor begin to lose services?,10,Typical Time
When did he go to bed?,8,Typical Time
When did he look at Violet?,8,Typical Time
When did Horton first publicly state his comfort with a multiracial society?,15,Typical Time
How many years did Mzoudi spend studying ?,11,Event Duration
What happened after she left college?,8,Event Ordering
When did they begin studying the DNA?,9,Typical Time
What happened after the spelling bee?,8,Event Ordering
How long did the group members meet?,9,Event Duration
How long did the artist take to paint the picture?,12,Event Duration
How often is the meeting of NYMS held?,11,Frequency
How often do the laws become standard practice in a state?,13,Frequency
How long did it take to study the DNA?,11,Event Duration
What did Puskin do next?,8,Event Ordering
"How often do Pompey, Julius Caesar, and Augustus visit the tomb?",15,Frequency
What day did he discover his paws were big?,11,Typical Time
How often does Mzoudi travel to other cities?,12,Frequency
How long was Brewer talking?,7,Event Duration
When did the French Revolution begin?,8,Typical Time
How often were the grants issued?,8,Frequency
How many times a week does he do the laundry?,12,Frequency
What happened after the corpse was found?,9,Event Ordering
When did court start?,6,Typical Time
What happened after the approach was made by Landau and Lifshitz?,15,Event Ordering
What did the bear do later?,8,Event Ordering
What happened after the operatives were chosen?,9,Event Ordering
How many times will the plan be spoken for the week it's released?,17,Frequency
What did the Assakenians do next?,10,Event Ordering
What happens after the mindwipe takes its creation?,11,Event Ordering
When did Lennon's father return?,9,Typical Time
How long did Mary spend picking blueberries?,9,Event Duration
How long do they spend at each flower?,10,Event Duration
How often does the artist make paintings?,9,Frequency
What happened after the room was discovered?,9,Event Ordering
How often does the emperor publicly speak?,9,Frequency
When were the grants introduced?,7,Typical Time
What time did the jets attack Yonggary?,10,Typical Time
How long did the artist take to paint the picture?,12,Event Duration
How long did the bishop remain in Faro?,10,Event Duration
When did Alexander II create his plan?,9,Typical Time
How often does Bailey receive awards?,8,Frequency
What day did Islam emerge as the majority religion?,11,Typical Time
How long did it take to do the laundry?,11,Event Duration
At what time of day was Mary picking blueberries?,11,Typical Time
How often are trips made to the Persian Gulf by the interagency of the NSC?,18,Frequency
How long does it take for a plant to overtake a non-native area?,17,Event Duration
What did Mark do right after he found out that he became a judge?,16,Event Ordering
How often does he consider confronting people?,9,Frequency
For how long do the wafers ride on tracks?,11,Event Duration
How long has Frank's father been an alcoholic?,12,Event Duration
What happened after the Soviet national shipping company found out they'd been excluded?,17,Event Ordering
What happens after Billy answers in a loud voice?,11,Event Ordering
What time did Malaquez receive the parcel?,10,Typical Time
What happened after word spread of the royal family being imprisoned?,13,Event Ordering
What happens after the mindwipe takes its creation?,11,Event Ordering
How often does Ahmadinejad rant on television?,11,Frequency
What happens after they explain why older Oklahomans need lawyers?,14,Event Ordering
What did Mzoudi do after moving to Hamburg ?,12,Event Ordering
What time did the robbery occur?,8,Typical Time
What did the shelter do after receiving the information?,11,Event Ordering
How often are they able to eat?,9,Frequency
When did Alexander II create his plan?,9,Typical Time
What time of the day does he start work?,11,Typical Time
What happened after the poor went under-served?,11,Event Ordering
How often does the animal collect from a single flower,11,Frequency
How often has Christianity been the major religion?,10,Frequency
How long was Brewer talking?,7,Event Duration
What happens after they explain why older Oklahomans need lawyers?,14,Event Ordering
How long did it take for Pushkin to commit to social reform?,14,Event Duration
How long did it take for the WHO to find that fact?,14,Event Duration
At what time did Einstein return home?,9,Typical Time
How long did the Emperor rule Japan?,9,Event Duration
What happened after the Spanish found Jamaica?,9,Event Ordering
What did he do after the TV show's failure?,13,Event Ordering
How long did the bear smile at the girl?,11,Event Duration
What did Mzoudi do after moving to Hamburg ?,12,Event Ordering
When did Ace fall in love with Tobio?,11,Typical Time
What happened after King Louis XIV died?,9,Event Ordering
What happened after they robbed the train?,9,Event Ordering
When did Tumble eat the oatmeal?,8,Typical Time
What happened after he did the laundry?,9,Event Ordering
How often did the Assakenians flee?,10,Frequency
How often did Algarve dispatch new bishops?,9,Frequency
What happens after Billy answers in a loud voice?,11,Event Ordering
How much time does Max like to spend with his human?,13,Event Duration
